IssueID,ProjectName,Politeness,FixingTime_hours,Assignee,AssigneeAct,Project
341899,Camel,polite,3.2639,27118,VHIGH,CAMEL
149920,Hadoop Map/Reduce,mixed,11925.8636,36067,VHIGH,MAPREDUCE
605871,GeoServer,mixed,21.325,75834,VHIGH,GEOS
605875,GeoServer,impolite,658.9207,4933,VHIGH,GEOS
605874,GeoServer,mixed,1705.8376,4933,VHIGH,GEOS
341892,Camel,impolite,78.7437,7111,VHIGH,CAMEL
605873,GeoServer,mixed,7820.6694,4933,VHIGH,GEOS
149928,Hadoop Map/Reduce,impolite,792.7253,0,null,MAPREDUCE
341898,Camel,impolite,0.0231,27118,VHIGH,CAMEL
605878,GeoServer,impolite,3163.0831,75861,HIGH,GEOS
341896,Camel,polite,6.8512,27115,VHIGH,CAMEL
341895,Camel,impolite,140.2586,27115,VHIGH,CAMEL
605859,GeoServer,impolite,3148.0234,4933,VHIGH,GEOS
39146,Wicket,impolite,2219.6079,15534,HIGH,WICKET
111388,Pig,impolite,2421.3636,30499,HIGH,PIG
39147,Wicket,polite,2374.1797,15534,HIGH,WICKET
111386,Pig,impolite,363.9382,0,null,PIG
39140,Wicket,polite,2216.8421,15534,HIGH,WICKET
149937,Hadoop Map/Reduce,impolite,45971.5886,8381,HIGH,MAPREDUCE
341889,Camel,polite,87.9034,23092,VHIGH,CAMEL
341888,Camel,impolite,0.5123,27115,VHIGH,CAMEL
605864,GeoServer,impolite,3588.3365,4933,VHIGH,GEOS
39149,Wicket,mixed,2281.5762,15534,HIGH,WICKET
111395,Pig,polite,48.7097,30674,STD,PIG
341882,Camel,polite,0.2835,8385,VHIGH,CAMEL
111394,Pig,mixed,1104.6709,30471,HIGH,PIG
341881,Camel,polite,24.9646,27118,VHIGH,CAMEL
605862,GeoServer,impolite,7606.706,4933,VHIGH,GEOS
341880,Camel,polite,1701.0361,27115,VHIGH,CAMEL
605861,GeoServer,impolite,2268.4227,4933,VHIGH,GEOS
111392,Pig,mixed,846.9338,30499,HIGH,PIG
149939,Hadoop Map/Reduce,mixed,28632.816,0,null,MAPREDUCE
111391,Pig,polite,2466.7219,0,null,PIG
341886,Camel,impolite,0.6699,27115,VHIGH,CAMEL
605867,GeoServer,impolite,2612.9451,4933,VHIGH,GEOS
341885,Camel,impolite,3452.1154,27118,VHIGH,CAMEL
341884,Camel,polite,2020.3026,27118,VHIGH,CAMEL
39131,Wicket,impolite,457.1363,0,null,WICKET
111379,Pig,mixed,2927.1842,21455,HIGH,PIG
39135,Wicket,polite,2.8689,16289,VHIGH,WICKET
111378,Pig,mixed,384.3015,0,null,PIG
39134,Wicket,impolite,4674.0516,15329,HIGH,WICKET
39137,Wicket,polite,0.3924,16863,VHIGH,WICKET
149948,Hadoop Map/Reduce,polite,28920.1325,0,null,MAPREDUCE
341878,Camel,polite,951.3704,50364,HIGH,CAMEL
149947,Hadoop Map/Reduce,mixed,31698.3289,0,null,MAPREDUCE
341877,Camel,impolite,168.9033,27118,VHIGH,CAMEL
149942,Hadoop Map/Reduce,impolite,27373.2153,0,null,MAPREDUCE
149941,Hadoop Map/Reduce,impolite,40918.4963,0,null,MAPREDUCE
39139,Wicket,polite,2217.2048,15534,HIGH,WICKET
111385,Pig,polite,1528.3572,30541,STD,PIG
341872,Camel,polite,1815.4594,27115,VHIGH,CAMEL
605853,GeoServer,impolite,2352.9865,4933,VHIGH,GEOS
39138,Wicket,polite,2273.7143,15534,HIGH,WICKET
605850,GeoServer,impolite,19.8637,4933,VHIGH,GEOS
111381,Pig,polite,138.0911,30575,STD,PIG
605857,GeoServer,impolite,0.4851,75861,HIGH,GEOS
111380,Pig,polite,385.1255,7919,HIGH,PIG
149949,Hadoop Map/Reduce,polite,42718.4575,0,null,MAPREDUCE
605856,GeoServer,impolite,1915.0517,76050,VHIGH,GEOS
605855,GeoServer,impolite,2381.2216,4933,VHIGH,GEOS
605854,GeoServer,impolite,1707.6978,4933,VHIGH,GEOS
111369,Pig,impolite,56.4684,0,null,PIG
39124,Wicket,mixed,116.0284,16289,VHIGH,WICKET
111367,Pig,mixed,144.0979,30472,HIGH,PIG
111365,Pig,polite,1049.2059,30575,STD,PIG
149960,Hadoop Map/Reduce,mixed,3966.5979,0,null,MAPREDUCE
149961,Hadoop Map/Reduce,polite,29937.8384,0,null,MAPREDUCE
149957,Hadoop Map/Reduce,mixed,27905.117,0,null,MAPREDUCE
341866,Camel,mixed,565.5578,27115,VHIGH,CAMEL
149953,Hadoop Map/Reduce,polite,45771.3708,8381,HIGH,MAPREDUCE
149952,Hadoop Map/Reduce,impolite,29426.1803,0,null,MAPREDUCE
39128,Wicket,polite,2370.8459,16863,VHIGH,WICKET
39127,Wicket,mixed,32226.2805,15717,HIGH,WICKET
341862,Camel,polite,12.4574,27115,VHIGH,CAMEL
184338,Infrastructure,polite,1321.5545,42466,VHIGH,INFRA
184335,Infrastructure,mixed,3128.5746,0,null,INFRA
571967,JBoss Enterprise Application Platform 4 and 5,mixed,2726.5908,110,HIGH,JBPAPP
571966,JBoss Enterprise Application Platform 4 and 5,impolite,0.8931,73087,HIGH,JBPAPP
184339,Infrastructure,impolite,100.2155,0,null,INFRA
184330,Infrastructure,polite,2539.8524,4139,VHIGH,INFRA
571963,JBoss Enterprise Application Platform 4 and 5,polite,42.4069,73087,HIGH,JBPAPP
571960,JBoss Enterprise Application Platform 4 and 5,mixed,160.5931,85601,HIGH,JBPAPP
198979,Hadoop HDFS,polite,44.1127,7886,STD,HDFS
198978,Hadoop HDFS,polite,98.8169,8527,VHIGH,HDFS
198976,Hadoop HDFS,polite,2324.2395,45665,STD,HDFS
341855,Camel,polite,548.854,50364,HIGH,CAMEL
341859,Camel,impolite,9.5457,27115,VHIGH,CAMEL
198970,Hadoop HDFS,impolite,27.6222,8581,HIGH,HDFS
198975,Hadoop HDFS,polite,10.8016,7962,VHIGH,HDFS
341854,Camel,polite,276.103,27118,VHIGH,CAMEL
341851,Camel,polite,2573.0033,23092,VHIGH,CAMEL
184346,Infrastructure,impolite,2160.5153,0,null,INFRA
571975,JBoss Enterprise Application Platform 4 and 5,mixed,2.7053,73964,HIGH,JBPAPP
184344,Infrastructure,polite,567.7849,0,null,INFRA
184343,Infrastructure,polite,202.1633,13905,VHIGH,INFRA
184342,Infrastructure,impolite,198.9894,0,null,INFRA
198989,Hadoop HDFS,mixed,2297.0776,42709,STD,HDFS
341846,Camel,impolite,35137.5751,7111,VHIGH,CAMEL
198988,Hadoop HDFS,polite,1.7186,8166,VHIGH,HDFS
198987,Hadoop HDFS,polite,359.7404,7895,VHIGH,HDFS
341844,Camel,impolite,0.6949,27118,VHIGH,CAMEL
198982,Hadoop HDFS,polite,43.6157,7962,VHIGH,HDFS
198981,Hadoop HDFS,polite,424.139,8101,HIGH,HDFS
198980,Hadoop HDFS,polite,146.9325,8489,HIGH,HDFS
198984,Hadoop HDFS,polite,1875.3114,36193,HIGH,HDFS
341841,Camel,mixed,394.0397,27115,VHIGH,CAMEL
198983,Hadoop HDFS,polite,1105.7891,8657,HIGH,HDFS
341840,Camel,mixed,27549.0589,51326,STD,CAMEL
184316,Infrastructure,polite,224.927,0,null,INFRA
615292,GeoServer,polite,917.2858,76056,HIGH,GEOS
6410,Hibernate ORM,polite,5.2581,0,null,HHH
615296,GeoServer,impolite,5442.7275,76069,VHIGH,GEOS
184319,Infrastructure,impolite,1723.7856,13905,VHIGH,INFRA
571988,JBoss Enterprise Application Platform 4 and 5,mixed,8711.3583,85601,HIGH,JBPAPP
571987,JBoss Enterprise Application Platform 4 and 5,polite,2739.8647,85601,HIGH,JBPAPP
6411,Hibernate ORM,impolite,27042.2675,0,null,HHH
571986,JBoss Enterprise Application Platform 4 and 5,mixed,8740.7939,85601,HIGH,JBPAPP
571985,JBoss Enterprise Application Platform 4 and 5,polite,1149.2417,75974,HIGH,JBPAPP
571984,JBoss Enterprise Application Platform 4 and 5,polite,51.6861,73679,HIGH,JBPAPP
316881,CloudStack,impolite,734.2315,56210,HIGH,CLOUDSTACK
571983,JBoss Enterprise Application Platform 4 and 5,impolite,8.6764,75974,HIGH,JBPAPP
316887,CloudStack,mixed,2531.1088,56176,HIGH,CLOUDSTACK
532340,JRuby (please use github issues at http://bugs.jruby.org),polite,12064.3696,46258,VHIGH,JRUBY
316886,CloudStack,impolite,139.6336,56195,HIGH,CLOUDSTACK
184310,Infrastructure,impolite,10040.9028,7154,HIGH,INFRA
316885,CloudStack,polite,1641.3684,56187,STD,CLOUDSTACK
198957,Hadoop HDFS,impolite,2021.9168,7895,VHIGH,HDFS
198956,Hadoop HDFS,polite,2162.975,7895,VHIGH,HDFS
316879,CloudStack,impolite,1680.0868,56195,HIGH,CLOUDSTACK
198954,Hadoop HDFS,mixed,1110.7428,8667,HIGH,HDFS
532338,JRuby (please use github issues at http://bugs.jruby.org),polite,703.8617,46258,VHIGH,JRUBY
532336,JRuby (please use github issues at http://bugs.jruby.org),impolite,138.4919,89422,VHIGH,JRUBY
341837,Camel,polite,5627.0429,23092,VHIGH,CAMEL
6403,Hibernate ORM,impolite,23391.7907,0,null,HHH
6404,Hibernate ORM,polite,1147.0827,579,VHIGH,HHH
198952,Hadoop HDFS,mixed,3346.6144,8654,HIGH,HDFS
341831,Camel,impolite,1.4526,7111,VHIGH,CAMEL
198951,Hadoop HDFS,mixed,1.1108,7962,VHIGH,HDFS
615290,GeoServer,impolite,6185.4557,97393,HIGH,GEOS
198950,Hadoop HDFS,polite,315.0887,8527,VHIGH,HDFS
615285,GeoServer,impolite,27787.3478,76056,HIGH,GEOS
184329,Infrastructure,impolite,37.4601,13905,VHIGH,INFRA
571998,JBoss Enterprise Application Platform 4 and 5,mixed,299.4575,85601,HIGH,JBPAPP
615287,GeoServer,mixed,25984.4348,4933,VHIGH,GEOS
571997,JBoss Enterprise Application Platform 4 and 5,polite,2921.3083,0,null,JBPAPP
615286,GeoServer,mixed,3383.1618,97393,HIGH,GEOS
316893,CloudStack,impolite,16.5186,56236,STD,CLOUDSTACK
615288,GeoServer,mixed,59010.2075,75834,VHIGH,GEOS
571994,JBoss Enterprise Application Platform 4 and 5,impolite,8455.0231,85601,HIGH,JBPAPP
184323,Infrastructure,mixed,1683.5339,6603,HIGH,INFRA
184322,Infrastructure,polite,1369.4627,18872,VHIGH,INFRA
571991,JBoss Enterprise Application Platform 4 and 5,mixed,8290.1731,85601,HIGH,JBPAPP
571990,JBoss Enterprise Application Platform 4 and 5,mixed,8711.505,85601,HIGH,JBPAPP
316895,CloudStack,impolite,24.6946,56187,STD,CLOUDSTACK
198968,Hadoop HDFS,polite,75.9176,8527,VHIGH,HDFS
341825,Camel,impolite,0.0251,8450,HIGH,CAMEL
198967,Hadoop HDFS,mixed,212.9958,8527,VHIGH,HDFS
198966,Hadoop HDFS,polite,9773.3888,7884,HIGH,HDFS
316889,CloudStack,impolite,2476.7603,0,null,CLOUDSTACK
341823,Camel,mixed,1500.5928,23092,VHIGH,CAMEL
198965,Hadoop HDFS,mixed,573.7882,8527,VHIGH,HDFS
316888,CloudStack,impolite,1038.4485,0,null,CLOUDSTACK
532349,JRuby (please use github issues at http://bugs.jruby.org),polite,1484.4301,46258,VHIGH,JRUBY
532347,JRuby (please use github issues at http://bugs.jruby.org),polite,9281.9027,87535,VHIGH,JRUBY
198969,Hadoop HDFS,mixed,3453.7251,8581,HIGH,HDFS
6414,Hibernate ORM,polite,333.0815,56,VHIGH,HHH
6416,Hibernate ORM,mixed,4.8384,0,null,HHH
198964,Hadoop HDFS,impolite,11078.8189,0,null,HDFS
6417,Hibernate ORM,polite,27078.9697,0,null,HHH
198961,Hadoop HDFS,impolite,64.9669,8667,HIGH,HDFS
571927,JBoss Enterprise Application Platform 4 and 5,impolite,0.1,73253,STD,JBPAPP
556371,groovy,impolite,0.1044,118,VHIGH,GROOVY
615274,GeoServer,polite,4786.7915,97393,HIGH,GEOS
571921,JBoss Enterprise Application Platform 4 and 5,impolite,0.775,73399,STD,JBPAPP
615275,GeoServer,polite,11858.2062,97393,HIGH,GEOS
316861,CloudStack,polite,1865.3856,56206,HIGH,CLOUDSTACK
556377,groovy,mixed,652.102,71565,VHIGH,GROOVY
615278,GeoServer,mixed,4313.0042,76050,VHIGH,GEOS
615277,GeoServer,polite,2.4461,75834,VHIGH,GEOS
556378,groovy,mixed,315.6974,3258,VHIGH,GROOVY
615279,GeoServer,polite,743.7655,76056,HIGH,GEOS
556373,groovy,polite,18.3958,86490,VHIGH,GROOVY
316864,CloudStack,impolite,2156.1009,56236,STD,CLOUDSTACK
316862,CloudStack,impolite,1784.7727,42529,HIGH,CLOUDSTACK
556374,groovy,polite,77.6265,86490,VHIGH,GROOVY
198934,Hadoop HDFS,polite,143.5095,8667,HIGH,HDFS
341813,Camel,polite,16560.4135,7111,VHIGH,CAMEL
341812,Camel,polite,3.6977,27118,VHIGH,CAMEL
316855,CloudStack,impolite,1012.1372,56193,STD,CLOUDSTACK
341818,Camel,polite,914.7504,20378,HIGH,CAMEL
341817,Camel,mixed,432.5312,27115,VHIGH,CAMEL
556369,groovy,impolite,5.3009,71565,VHIGH,GROOVY
341816,Camel,polite,368.3975,7111,VHIGH,CAMEL
198936,Hadoop HDFS,polite,26.2154,8552,VHIGH,HDFS
341810,Camel,impolite,12.5817,7111,VHIGH,CAMEL
571937,JBoss Enterprise Application Platform 4 and 5,impolite,70.7894,73087,HIGH,JBPAPP
615261,GeoServer,impolite,38200.284,88280,HIGH,GEOS
184302,Infrastructure,polite,296.1072,0,null,INFRA
184309,Infrastructure,polite,1000.5885,7154,HIGH,INFRA
571934,JBoss Enterprise Application Platform 4 and 5,mixed,47.1472,73087,HIGH,JBPAPP
184308,Infrastructure,polite,402.4194,42466,VHIGH,INFRA
571933,JBoss Enterprise Application Platform 4 and 5,impolite,0.5194,73087,HIGH,JBPAPP
184307,Infrastructure,mixed,41355.607,42466,VHIGH,INFRA
615265,GeoServer,impolite,1653.9287,76056,HIGH,GEOS
184306,Infrastructure,mixed,1098.5524,14150,HIGH,INFRA
571931,JBoss Enterprise Application Platform 4 and 5,impolite,7184.4375,1795,STD,JBPAPP
615264,GeoServer,polite,2466.5103,97393,HIGH,GEOS
316872,CloudStack,mixed,100.5312,41456,STD,CLOUDSTACK
571930,JBoss Enterprise Application Platform 4 and 5,polite,4.2789,73087,HIGH,JBPAPP
615267,GeoServer,mixed,38463.1158,76050,VHIGH,GEOS
556365,groovy,impolite,2637.3629,118,VHIGH,GROOVY
341809,Camel,polite,2000.7349,27118,VHIGH,CAMEL
556368,groovy,polite,10.4818,71565,VHIGH,GROOVY
556362,groovy,mixed,16.4428,71565,VHIGH,GROOVY
184300,Infrastructure,polite,1008.0059,18872,VHIGH,INFRA
556361,groovy,polite,28.1054,3258,VHIGH,GROOVY
556364,groovy,mixed,142.5761,3258,VHIGH,GROOVY
198946,Hadoop HDFS,impolite,340.1522,8657,HIGH,HDFS
341803,Camel,mixed,183.8908,7111,VHIGH,CAMEL
198945,Hadoop HDFS,polite,15.894,8166,VHIGH,HDFS
198944,Hadoop HDFS,polite,22.3435,0,null,HDFS
316867,CloudStack,impolite,589.869,42499,HIGH,CLOUDSTACK
341801,Camel,mixed,6044.9128,27118,VHIGH,CAMEL
341807,Camel,polite,144.285,27115,VHIGH,CAMEL
556359,groovy,polite,1036.0466,92879,HIGH,GROOVY
198949,Hadoop HDFS,polite,982.5635,8654,HIGH,HDFS
341806,Camel,impolite,4.1959,7111,VHIGH,CAMEL
341804,Camel,mixed,16.9793,7111,VHIGH,CAMEL
6438,Hibernate ORM,polite,258.6813,915,VHIGH,HHH
6437,Hibernate ORM,polite,7891.4564,1891,VHIGH,HHH
198942,Hadoop HDFS,impolite,531.8344,8667,HIGH,HDFS
198941,Hadoop HDFS,mixed,359.8632,7932,HIGH,HDFS
571939,JBoss Enterprise Application Platform 4 and 5,impolite,227.9919,73087,HIGH,JBPAPP
571949,JBoss Enterprise Application Platform 4 and 5,impolite,7767.8569,89713,STD,JBPAPP
615250,GeoServer,impolite,1832.2249,97393,HIGH,GEOS
615251,GeoServer,polite,405.7503,75834,VHIGH,GEOS
571942,JBoss Enterprise Application Platform 4 and 5,impolite,139.0528,73060,VHIGH,JBPAPP
571941,JBoss Enterprise Application Platform 4 and 5,mixed,27.8733,73087,HIGH,JBPAPP
615256,GeoServer,polite,1346.6911,76050,VHIGH,GEOS
615258,GeoServer,polite,119.9182,75932,STD,GEOS
198918,Hadoop HDFS,polite,638.5825,8657,HIGH,HDFS
556356,groovy,polite,34.1291,71565,VHIGH,GROOVY
556351,groovy,polite,33.9955,71565,VHIGH,GROOVY
615259,GeoServer,mixed,41155.949,75834,VHIGH,GEOS
556353,groovy,impolite,5.7589,71565,VHIGH,GROOVY
316840,CloudStack,impolite,196.8106,56194,STD,CLOUDSTACK
556352,groovy,polite,31964.6234,0,null,GROOVY
198912,Hadoop HDFS,polite,2.8885,7886,STD,HDFS
316833,CloudStack,mixed,5.7182,56364,STD,CLOUDSTACK
198917,Hadoop HDFS,polite,744.0705,7962,VHIGH,HDFS
316839,CloudStack,impolite,196.3318,56194,STD,CLOUDSTACK
316838,CloudStack,impolite,175.8283,56194,STD,CLOUDSTACK
6447,Hibernate ORM,impolite,682.2528,57,VHIGH,HHH
571956,JBoss Enterprise Application Platform 4 and 5,mixed,1754.595,12218,STD,JBPAPP
571955,JBoss Enterprise Application Platform 4 and 5,impolite,68.2975,73298,STD,JBPAPP
571954,JBoss Enterprise Application Platform 4 and 5,impolite,0.8344,73087,HIGH,JBPAPP
316854,CloudStack,mixed,66.7368,56182,HIGH,CLOUDSTACK
198923,Hadoop HDFS,mixed,4489.3741,8473,HIGH,HDFS
316844,CloudStack,impolite,717.7815,0,null,CLOUDSTACK
316849,CloudStack,mixed,506.2647,56196,HIGH,CLOUDSTACK
198925,Hadoop HDFS,polite,481.641,36193,HIGH,HDFS
6472,Hibernate ORM,impolite,26397.1787,57,VHIGH,HHH
292406,Derby,mixed,7373.9035,0,null,DERBY
6473,Hibernate ORM,impolite,165.821,57,VHIGH,HHH
6478,Hibernate ORM,polite,10.0626,0,null,HHH
292402,Derby,mixed,4426.3603,51543,HIGH,DERBY
184297,Infrastructure,polite,986.8273,18872,VHIGH,INFRA
184296,Infrastructure,impolite,247.8706,0,null,INFRA
184295,Infrastructure,polite,25.9999,42466,VHIGH,INFRA
316942,CloudStack,impolite,1919.2802,42539,HIGH,CLOUDSTACK
316941,CloudStack,impolite,1024.5701,0,null,CLOUDSTACK
184299,Infrastructure,polite,971.0068,18872,VHIGH,INFRA
316940,CloudStack,impolite,54.099,0,null,CLOUDSTACK
316933,CloudStack,polite,294.1201,56202,STD,CLOUDSTACK
316937,CloudStack,impolite,2788.9078,56243,HIGH,CLOUDSTACK
6483,Hibernate ORM,impolite,397.7339,57,VHIGH,HHH
292415,Derby,polite,7424.3986,0,null,DERBY
292417,Derby,polite,26.7731,39222,VHIGH,DERBY
292416,Derby,polite,71.3825,42546,VHIGH,DERBY
292411,Derby,mixed,2667.1831,0,null,DERBY
6489,Hibernate ORM,polite,29042.3,0,null,HHH
6488,Hibernate ORM,impolite,609.8601,57,VHIGH,HHH
292412,Derby,polite,700.5564,51542,HIGH,DERBY
316952,CloudStack,polite,895.001,56206,HIGH,CLOUDSTACK
316944,CloudStack,impolite,232.2911,56195,HIGH,CLOUDSTACK
316943,CloudStack,polite,179.3126,56195,HIGH,CLOUDSTACK
532401,JRuby (please use github issues at http://bugs.jruby.org),polite,27.2351,78894,VHIGH,JRUBY
316947,CloudStack,impolite,242.7777,56230,STD,CLOUDSTACK
532400,JRuby (please use github issues at http://bugs.jruby.org),polite,7.7518,89422,VHIGH,JRUBY
292418,Derby,polite,27.105,39222,VHIGH,DERBY
6494,Hibernate ORM,mixed,984.694,57,VHIGH,HHH
6493,Hibernate ORM,polite,647.9728,57,VHIGH,HHH
292425,Derby,mixed,1177.2198,51542,HIGH,DERBY
292428,Derby,polite,1033.7416,51542,HIGH,DERBY
292427,Derby,mixed,4707.6592,51543,HIGH,DERBY
292422,Derby,polite,315.0067,33671,VHIGH,DERBY
6497,Hibernate ORM,impolite,336.9343,57,VHIGH,HHH
292421,Derby,impolite,87.4642,39222,VHIGH,DERBY
292423,Derby,polite,2.8241,33671,VHIGH,DERBY
184273,Infrastructure,polite,6.9895,42466,VHIGH,INFRA
184279,Infrastructure,polite,269.9551,42466,VHIGH,INFRA
184278,Infrastructure,polite,4.6076,42466,VHIGH,INFRA
184277,Infrastructure,polite,29.6281,42466,VHIGH,INFRA
316913,CloudStack,polite,156.6178,56195,HIGH,CLOUDSTACK
316911,CloudStack,impolite,287.9993,42539,HIGH,CLOUDSTACK
184282,Infrastructure,mixed,11.295,42466,VHIGH,INFRA
184281,Infrastructure,impolite,328.488,0,null,INFRA
184280,Infrastructure,mixed,6.4223,0,null,INFRA
316914,CloudStack,impolite,918.1929,56182,HIGH,CLOUDSTACK
316919,CloudStack,impolite,3700.7525,0,null,CLOUDSTACK
292429,Derby,polite,622.7573,51542,HIGH,DERBY
292438,Derby,polite,20.7998,33671,VHIGH,DERBY
292433,Derby,mixed,9132.3988,33671,VHIGH,DERBY
292432,Derby,impolite,0.015,32032,VHIGH,DERBY
292434,Derby,mixed,329.1434,199,HIGH,DERBY
184286,Infrastructure,polite,514.053,8221,HIGH,INFRA
184284,Infrastructure,mixed,21.4564,42466,VHIGH,INFRA
316924,CloudStack,impolite,2068.7667,0,null,CLOUDSTACK
316928,CloudStack,polite,1212.7323,56345,STD,CLOUDSTACK
184292,Infrastructure,impolite,523.152,0,null,INFRA
316927,CloudStack,mixed,1355.3205,56322,STD,CLOUDSTACK
316926,CloudStack,impolite,379.8219,56195,HIGH,CLOUDSTACK
184259,Infrastructure,polite,2367.3023,42466,VHIGH,INFRA
184258,Infrastructure,polite,7.5804,42466,VHIGH,INFRA
184253,Infrastructure,mixed,6982.5549,0,null,INFRA
184252,Infrastructure,polite,824.1598,13905,VHIGH,INFRA
532442,JRuby (please use github issues at http://bugs.jruby.org),polite,12543.3576,46258,VHIGH,JRUBY
184251,Infrastructure,polite,19.2128,0,null,INFRA
532441,JRuby (please use github issues at http://bugs.jruby.org),polite,1934.1803,88599,VHIGH,JRUBY
184256,Infrastructure,impolite,5.8866,17059,HIGH,INFRA
184254,Infrastructure,polite,118.4372,0,null,INFRA
532438,JRuby (please use github issues at http://bugs.jruby.org),mixed,8897.531,46258,VHIGH,JRUBY
198899,Hadoop HDFS,polite,1.9331,7932,HIGH,HDFS
184260,Infrastructure,polite,68.1475,42466,VHIGH,INFRA
532435,JRuby (please use github issues at http://bugs.jruby.org),polite,13302.3807,46258,VHIGH,JRUBY
532434,JRuby (please use github issues at http://bugs.jruby.org),polite,65.7903,46258,VHIGH,JRUBY
198892,Hadoop HDFS,polite,21.6217,8489,HIGH,HDFS
198891,Hadoop HDFS,impolite,24.0066,8166,VHIGH,HDFS
184269,Infrastructure,mixed,841.4011,0,null,INFRA
184263,Infrastructure,polite,50.197,42466,VHIGH,INFRA
184262,Infrastructure,polite,15.702,42934,HIGH,INFRA
184268,Infrastructure,mixed,287.5936,13905,VHIGH,INFRA
316901,CloudStack,polite,22.4045,56395,HIGH,CLOUDSTACK
532449,JRuby (please use github issues at http://bugs.jruby.org),mixed,12597.7955,46258,VHIGH,JRUBY
532448,JRuby (please use github issues at http://bugs.jruby.org),polite,373.9957,46258,VHIGH,JRUBY
316906,CloudStack,polite,455.8064,0,null,CLOUDSTACK
532447,JRuby (please use github issues at http://bugs.jruby.org),polite,2001.0542,88599,VHIGH,JRUBY
184270,Infrastructure,polite,5.2352,42466,VHIGH,INFRA
532446,JRuby (please use github issues at http://bugs.jruby.org),impolite,363.9227,46258,VHIGH,JRUBY
532444,JRuby (please use github issues at http://bugs.jruby.org),polite,328.6266,46258,VHIGH,JRUBY
184239,Infrastructure,polite,429.0814,0,null,INFRA
184238,Infrastructure,polite,72.8006,0,null,INFRA
184237,Infrastructure,polite,28024.5794,42466,VHIGH,INFRA
184231,Infrastructure,mixed,866.256,3172,VHIGH,INFRA
184230,Infrastructure,polite,112.4763,42466,VHIGH,INFRA
198877,Hadoop HDFS,impolite,2183.6919,7932,HIGH,HDFS
532415,JRuby (please use github issues at http://bugs.jruby.org),polite,1540.7218,46258,VHIGH,JRUBY
532414,JRuby (please use github issues at http://bugs.jruby.org),polite,435.4488,46258,VHIGH,JRUBY
532413,JRuby (please use github issues at http://bugs.jruby.org),impolite,10433.6032,87535,VHIGH,JRUBY
532412,JRuby (please use github issues at http://bugs.jruby.org),polite,1.4486,46258,VHIGH,JRUBY
532411,JRuby (please use github issues at http://bugs.jruby.org),polite,1.0683,46258,VHIGH,JRUBY
198872,Hadoop HDFS,mixed,415.1657,8101,HIGH,HDFS
198871,Hadoop HDFS,mixed,2926.4303,7895,VHIGH,HDFS
198870,Hadoop HDFS,polite,8034.8454,8619,HIGH,HDFS
198874,Hadoop HDFS,mixed,4.0287,8527,VHIGH,HDFS
198873,Hadoop HDFS,polite,3.0075,8667,HIGH,HDFS
184249,Infrastructure,polite,212.399,7888,VHIGH,INFRA
184247,Infrastructure,polite,82.7743,42466,VHIGH,INFRA
198890,Hadoop HDFS,polite,19.0983,8667,HIGH,HDFS
184242,Infrastructure,polite,4.8684,0,null,INFRA
532430,JRuby (please use github issues at http://bugs.jruby.org),mixed,220.6654,88630,VHIGH,JRUBY
184246,Infrastructure,impolite,18.3324,6603,HIGH,INFRA
184245,Infrastructure,mixed,2277.5453,3172,VHIGH,INFRA
184244,Infrastructure,mixed,92.0403,18873,VHIGH,INFRA
184243,Infrastructure,polite,46.5108,8221,HIGH,INFRA
532429,JRuby (please use github issues at http://bugs.jruby.org),mixed,8683.107,0,null,JRUBY
532428,JRuby (please use github issues at http://bugs.jruby.org),polite,122.9884,78894,VHIGH,JRUBY
532427,JRuby (please use github issues at http://bugs.jruby.org),mixed,12351.5543,46258,VHIGH,JRUBY
198888,Hadoop HDFS,mixed,18.4958,8166,VHIGH,HDFS
532423,JRuby (please use github issues at http://bugs.jruby.org),polite,228.6902,89422,VHIGH,JRUBY
198882,Hadoop HDFS,mixed,423.6762,45672,STD,HDFS
198881,Hadoop HDFS,polite,1275.6789,18549,STD,HDFS
198884,Hadoop HDFS,mixed,155.4118,8494,HIGH,HDFS
39112,Wicket,mixed,2260.5239,16988,VHIGH,WICKET
292487,Derby,polite,3366.2233,51543,HIGH,DERBY
39115,Wicket,mixed,3565.7186,0,null,WICKET
39114,Wicket,polite,3148.1158,16019,VHIGH,WICKET
292483,Derby,mixed,497.252,32032,VHIGH,DERBY
292486,Derby,impolite,3653.8371,0,null,DERBY
292485,Derby,mixed,794.165,33671,VHIGH,DERBY
292481,Derby,mixed,712.389,40085,HIGH,DERBY
39102,Wicket,polite,351.1102,16156,VHIGH,WICKET
292499,Derby,mixed,3227.2147,51542,HIGH,DERBY
39101,Wicket,mixed,11306.7951,16289,VHIGH,WICKET
292498,Derby,mixed,6677.3354,32000,VHIGH,DERBY
39104,Wicket,impolite,12616.5616,3862,HIGH,WICKET
39103,Wicket,polite,1319.3291,16289,VHIGH,WICKET
292497,Derby,impolite,89.1094,33671,VHIGH,DERBY
292496,Derby,impolite,351.7157,0,null,DERBY
292491,Derby,polite,646.7152,51547,HIGH,DERBY
292490,Derby,impolite,6146.1021,0,null,DERBY
39108,Wicket,impolite,7.8884,16289,VHIGH,WICKET
39107,Wicket,polite,1789.9956,16863,VHIGH,WICKET
149904,Hadoop Map/Reduce,mixed,48183.1695,8655,HIGH,MAPREDUCE
149908,Hadoop Map/Reduce,mixed,411.1225,36159,HIGH,MAPREDUCE
149914,Hadoop Map/Reduce,impolite,503.7973,36067,VHIGH,MAPREDUCE
