IssueID,ProjectName,Politeness,FixingTime_hours,Assignee,AssigneeAct,Project
157073,Lucene - Core,polite,4698.5908,0,null,LUCENE
157078,Lucene - Core,impolite,35404.3385,0,null,LUCENE
157079,Lucene - Core,mixed,54038.8479,0,null,LUCENE
157077,Lucene - Core,mixed,110.995,9844,VHIGH,LUCENE
182017,Infrastructure,mixed,6.7302,9234,VHIGH,INFRA
182014,Infrastructure,impolite,13.3596,9234,VHIGH,INFRA
182019,Infrastructure,mixed,1446.2723,0,null,INFRA
206111,HBase,mixed,796.3176,8187,HIGH,HBASE
206112,HBase,impolite,601.238,46062,STD,HBASE
206113,HBase,impolite,10226.218,45883,HIGH,HBASE
182012,Infrastructure,mixed,0.1514,0,null,INFRA
206114,HBase,mixed,323.4855,17219,HIGH,HBASE
182013,Infrastructure,impolite,38.5663,9234,VHIGH,INFRA
182010,Infrastructure,impolite,37.7249,0,null,INFRA
206116,HBase,mixed,1138.1634,46062,STD,HBASE
206117,HBase,polite,1041.2809,45890,STD,HBASE
196657,Hadoop HDFS,mixed,218.1979,8500,HIGH,HDFS
206107,HBase,polite,6980.0657,0,null,HBASE
558846,groovy,polite,5002.5678,92879,HIGH,GROOVY
196659,Hadoop HDFS,polite,166.3875,7884,HIGH,HDFS
558844,groovy,mixed,22823.8057,86490,VHIGH,GROOVY
182027,Infrastructure,impolite,1659.9272,0,null,INFRA
182026,Infrastructure,polite,1864.4101,0,null,INFRA
182029,Infrastructure,mixed,422.4152,0,null,INFRA
206121,HBase,impolite,1161.649,45136,STD,HBASE
558840,groovy,impolite,23.1656,3258,VHIGH,GROOVY
206124,HBase,mixed,125.0363,0,null,HBASE
558841,groovy,polite,171.5507,74926,VHIGH,GROOVY
182024,Infrastructure,polite,130.2291,0,null,INFRA
206127,HBase,polite,2427.4479,17219,HIGH,HBASE
206128,HBase,mixed,29.5604,8327,VHIGH,HBASE
196666,Hadoop HDFS,polite,60.9977,8657,HIGH,HDFS
558837,groovy,polite,91.7684,74926,VHIGH,GROOVY
157092,Lucene - Core,mixed,642.3044,26293,HIGH,LUCENE
558835,groovy,mixed,2351.6017,3258,VHIGH,GROOVY
157093,Lucene - Core,mixed,2026.1699,26806,HIGH,LUCENE
157090,Lucene - Core,polite,241.1525,0,null,LUCENE
157097,Lucene - Core,polite,9313.6576,0,null,LUCENE
157095,Lucene - Core,mixed,35949.4104,9844,VHIGH,LUCENE
157098,Lucene - Core,impolite,101.6308,8313,VHIGH,LUCENE
196663,Hadoop HDFS,polite,78.2365,36115,HIGH,HDFS
157036,Lucene - Core,polite,129.5726,9844,VHIGH,LUCENE
157037,Lucene - Core,mixed,124.2873,9844,VHIGH,LUCENE
206130,HBase,polite,409.7227,8040,HIGH,HBASE
206131,HBase,impolite,184.0137,45888,HIGH,HBASE
206133,HBase,polite,63.7338,36068,VHIGH,HBASE
206134,HBase,mixed,285.2611,7910,HIGH,HBASE
206136,HBase,impolite,7.5565,0,null,HBASE
206137,HBase,mixed,2260.1214,45667,HIGH,HBASE
206138,HBase,impolite,153.0729,7905,HIGH,HBASE
157042,Lucene - Core,polite,19162.347,0,null,LUCENE
157040,Lucene - Core,polite,2509.6229,26293,HIGH,LUCENE
157045,Lucene - Core,impolite,551.6168,37715,HIGH,LUCENE
157043,Lucene - Core,polite,34562.6606,0,null,LUCENE
157044,Lucene - Core,impolite,184.0747,26293,HIGH,LUCENE
157027,Lucene - Core,mixed,9.0776,8313,VHIGH,LUCENE
157025,Lucene - Core,polite,60.5002,9844,VHIGH,LUCENE
182004,Infrastructure,mixed,16858.0286,0,null,INFRA
182009,Infrastructure,impolite,421.6141,0,null,INFRA
206140,HBase,impolite,677.6756,0,null,HBASE
157029,Lucene - Core,mixed,55.0575,0,null,LUCENE
182007,Infrastructure,impolite,3.8716,30199,HIGH,INFRA
182008,Infrastructure,polite,481.7491,7888,VHIGH,INFRA
206142,HBase,polite,625.8761,7838,HIGH,HBASE
206145,HBase,polite,281.6707,8040,HIGH,HBASE
206146,HBase,mixed,510.3844,45235,null,HBASE
182002,Infrastructure,impolite,273.2277,0,null,INFRA
157030,Lucene - Core,mixed,383.2359,9844,VHIGH,LUCENE
157031,Lucene - Core,impolite,0.0846,0,null,LUCENE
157034,Lucene - Core,polite,423.3925,26293,HIGH,LUCENE
157035,Lucene - Core,polite,109.5877,26293,HIGH,LUCENE
157032,Lucene - Core,impolite,21715.8539,0,null,LUCENE
157033,Lucene - Core,polite,25.6314,0,null,LUCENE
157059,Lucene - Core,polite,2062.6958,26293,HIGH,LUCENE
206150,HBase,polite,3053.4731,25336,STD,HBASE
206152,HBase,polite,5.606,25278,HIGH,HBASE
206153,HBase,polite,139.8139,8135,HIGH,HBASE
206157,HBase,polite,8587.8289,0,null,HBASE
196617,Hadoop HDFS,mixed,141.2202,7935,HIGH,HDFS
157063,Lucene - Core,mixed,30.8354,9844,VHIGH,LUCENE
157064,Lucene - Core,polite,1.4509,0,null,LUCENE
157061,Lucene - Core,impolite,94.1582,0,null,LUCENE
157062,Lucene - Core,mixed,843.5537,8244,HIGH,LUCENE
157067,Lucene - Core,mixed,4441.2536,26806,HIGH,LUCENE
157065,Lucene - Core,polite,45188.5244,0,null,LUCENE
157048,Lucene - Core,polite,536.6244,26806,HIGH,LUCENE
206162,HBase,polite,56.0923,45885,HIGH,HBASE
206165,HBase,mixed,699.1256,8187,HIGH,HBASE
196624,Hadoop HDFS,polite,20.4584,8619,HIGH,HDFS
196625,Hadoop HDFS,polite,123.193,8500,HIGH,HDFS
196622,Hadoop HDFS,polite,207.507,36115,HIGH,HDFS
196626,Hadoop HDFS,polite,15.5489,7815,HIGH,HDFS
157052,Lucene - Core,mixed,1383.0516,0,null,LUCENE
157050,Lucene - Core,impolite,34624.5329,0,null,LUCENE
157056,Lucene - Core,polite,34884.4163,0,null,LUCENE
157057,Lucene - Core,mixed,2845.8273,4623,VHIGH,LUCENE
196621,Hadoop HDFS,polite,6.5773,36115,HIGH,HDFS
157054,Lucene - Core,mixed,10833.3297,0,null,LUCENE
157055,Lucene - Core,polite,465.7583,9844,VHIGH,LUCENE
294704,Derby,mixed,136.601,40085,HIGH,DERBY
294705,Derby,mixed,1668.9941,51849,HIGH,DERBY
206170,HBase,impolite,4872.9318,7838,HIGH,HBASE
294702,Derby,polite,229.5102,199,HIGH,DERBY
294703,Derby,polite,193.8038,51772,HIGH,DERBY
294700,Derby,polite,414.2608,51806,HIGH,DERBY
206173,HBase,mixed,24.7976,30637,HIGH,HBASE
294701,Derby,mixed,1654.5393,51806,HIGH,DERBY
206175,HBase,mixed,3807.2955,8664,STD,HBASE
206176,HBase,mixed,398.1753,7967,STD,HBASE
206177,HBase,mixed,909.8702,45667,HIGH,HBASE
206179,HBase,polite,1850.5327,45883,HIGH,HBASE
534939,JRuby (please use github issues at http://bugs.jruby.org),polite,2634.6364,46258,VHIGH,JRUBY
558900,groovy,mixed,4893.4581,71565,VHIGH,GROOVY
534933,JRuby (please use github issues at http://bugs.jruby.org),polite,2838.6828,46258,VHIGH,JRUBY
534935,JRuby (please use github issues at http://bugs.jruby.org),impolite,8120.5481,0,null,JRUBY
534936,JRuby (please use github issues at http://bugs.jruby.org),polite,5965.0058,88569,VHIGH,JRUBY
294707,Derby,mixed,1595.2741,51553,HIGH,DERBY
534937,JRuby (please use github issues at http://bugs.jruby.org),impolite,2643.1112,46258,VHIGH,JRUBY
558908,groovy,impolite,7726.6441,3258,VHIGH,GROOVY
294716,Derby,mixed,84.9222,51553,HIGH,DERBY
206182,HBase,polite,6.4203,45213,STD,HBASE
294714,Derby,mixed,356.8381,42546,VHIGH,DERBY
206183,HBase,impolite,150.0428,7970,VHIGH,HBASE
294711,Derby,mixed,820.1944,51866,STD,DERBY
294712,Derby,polite,1955.6794,33671,VHIGH,DERBY
206185,HBase,mixed,312.5662,7909,VHIGH,HBASE
206186,HBase,mixed,462.7582,7910,HIGH,HBASE
294710,Derby,polite,601.0182,51831,HIGH,DERBY
206187,HBase,impolite,509.3537,7910,HIGH,HBASE
206188,HBase,polite,11040.5684,0,null,HBASE
206189,HBase,mixed,122.3996,7838,HIGH,HBASE
534942,JRuby (please use github issues at http://bugs.jruby.org),polite,13.2096,46258,VHIGH,JRUBY
534944,JRuby (please use github issues at http://bugs.jruby.org),mixed,157.0906,46258,VHIGH,JRUBY
294719,Derby,polite,20.0136,51831,HIGH,DERBY
534946,JRuby (please use github issues at http://bugs.jruby.org),impolite,31735.126,46258,VHIGH,JRUBY
534947,JRuby (please use github issues at http://bugs.jruby.org),mixed,655.8185,46258,VHIGH,JRUBY
294718,Derby,polite,3357.1846,0,null,DERBY
534948,JRuby (please use github issues at http://bugs.jruby.org),polite,5255.2043,46258,VHIGH,JRUBY
294727,Derby,impolite,0.3436,0,null,DERBY
294722,Derby,polite,30329.6231,32032,VHIGH,DERBY
206195,HBase,mixed,663.9134,8187,HIGH,HBASE
206197,HBase,mixed,174.492,8232,VHIGH,HBASE
294721,Derby,polite,3389.6549,51543,HIGH,DERBY
534917,JRuby (please use github issues at http://bugs.jruby.org),impolite,24.096,74274,VHIGH,JRUBY
534918,JRuby (please use github issues at http://bugs.jruby.org),impolite,9334.5492,0,null,JRUBY
534910,JRuby (please use github issues at http://bugs.jruby.org),impolite,434.5808,0,null,JRUBY
534913,JRuby (please use github issues at http://bugs.jruby.org),polite,8674.3131,74274,VHIGH,JRUBY
294729,Derby,mixed,6405.8328,51849,HIGH,DERBY
294738,Derby,polite,1206.1478,51831,HIGH,DERBY
294735,Derby,polite,521.9398,199,HIGH,DERBY
294736,Derby,mixed,444.6712,32032,VHIGH,DERBY
294733,Derby,mixed,1846.6904,199,HIGH,DERBY
294734,Derby,mixed,886.7523,199,HIGH,DERBY
294731,Derby,impolite,984.0782,199,HIGH,DERBY
294732,Derby,mixed,4119.3791,32000,VHIGH,DERBY
294730,Derby,mixed,1029.7488,199,HIGH,DERBY
534922,JRuby (please use github issues at http://bugs.jruby.org),impolite,0.4257,78894,VHIGH,JRUBY
534923,JRuby (please use github issues at http://bugs.jruby.org),polite,7910.3492,87535,VHIGH,JRUBY
294739,Derby,mixed,1985.7442,51543,HIGH,DERBY
534925,JRuby (please use github issues at http://bugs.jruby.org),polite,2476.1545,46258,VHIGH,JRUBY
558945,groovy,impolite,6737.3813,3258,VHIGH,GROOVY
558946,groovy,impolite,5456.7034,71565,VHIGH,GROOVY
558943,groovy,polite,7.5208,74926,VHIGH,GROOVY
558944,groovy,polite,1519.462,74926,VHIGH,GROOVY
558941,groovy,polite,23300.0806,3258,VHIGH,GROOVY
558938,groovy,polite,11.4167,29372,VHIGH,GROOVY
558936,groovy,polite,19346.0213,118,VHIGH,GROOVY
558932,groovy,polite,211.4203,92879,HIGH,GROOVY
558927,groovy,polite,0.3901,3258,VHIGH,GROOVY
558921,groovy,polite,328.3248,74926,VHIGH,GROOVY
558929,groovy,impolite,3.4683,92879,HIGH,GROOVY
558920,groovy,polite,307.4636,3258,VHIGH,GROOVY
558917,groovy,mixed,29397.276,118,VHIGH,GROOVY
558912,groovy,polite,2575.031,3258,VHIGH,GROOVY
294788,Derby,mixed,13750.842,0,null,DERBY
294789,Derby,polite,9653.1874,32000,VHIGH,DERBY
294786,Derby,polite,42.879,32032,VHIGH,DERBY
294787,Derby,mixed,44225.446,0,null,DERBY
294785,Derby,polite,144.1945,51542,HIGH,DERBY
294782,Derby,impolite,1249.4775,0,null,DERBY
294780,Derby,mixed,1317.6952,51805,HIGH,DERBY
294781,Derby,polite,452.7751,51542,HIGH,DERBY
294799,Derby,mixed,1139.7624,33671,VHIGH,DERBY
294798,Derby,mixed,154.707,51543,HIGH,DERBY
294795,Derby,polite,113.9801,32032,VHIGH,DERBY
294793,Derby,polite,7437.8239,32000,VHIGH,DERBY
294791,Derby,polite,69.0619,51542,HIGH,DERBY
294792,Derby,mixed,19702.7383,0,null,DERBY
147602,Hadoop Map/Reduce,polite,50.2212,8553,HIGH,MAPREDUCE
147604,Hadoop Map/Reduce,mixed,92.9251,7895,VHIGH,MAPREDUCE
147605,Hadoop Map/Reduce,polite,518.0858,36320,STD,MAPREDUCE
147600,Hadoop Map/Reduce,impolite,4.8627,8174,HIGH,MAPREDUCE
147601,Hadoop Map/Reduce,polite,2085.657,8174,HIGH,MAPREDUCE
147607,Hadoop Map/Reduce,mixed,114.1134,8494,HIGH,MAPREDUCE
147608,Hadoop Map/Reduce,mixed,310.8299,36260,STD,MAPREDUCE
147609,Hadoop Map/Reduce,mixed,834.4731,8367,VHIGH,MAPREDUCE
147613,Hadoop Map/Reduce,polite,347.8806,8524,HIGH,MAPREDUCE
147614,Hadoop Map/Reduce,mixed,25200.2786,30680,STD,MAPREDUCE
147615,Hadoop Map/Reduce,mixed,615.8169,36323,STD,MAPREDUCE
147616,Hadoop Map/Reduce,impolite,68.2983,7962,HIGH,MAPREDUCE
147610,Hadoop Map/Reduce,mixed,14378.0488,22096,HIGH,MAPREDUCE
147612,Hadoop Map/Reduce,mixed,939.606,8187,HIGH,MAPREDUCE
147617,Hadoop Map/Reduce,polite,2162.6456,8553,HIGH,MAPREDUCE
294749,Derby,mixed,1692.796,32032,VHIGH,DERBY
294746,Derby,polite,4362.7663,199,HIGH,DERBY
294747,Derby,mixed,50630.908,0,null,DERBY
294744,Derby,impolite,135.6475,51543,HIGH,DERBY
294743,Derby,mixed,104.3418,32032,VHIGH,DERBY
294740,Derby,polite,6864.6527,33671,VHIGH,DERBY
294757,Derby,polite,102.8925,51543,HIGH,DERBY
294758,Derby,mixed,1021.5189,51831,HIGH,DERBY
294755,Derby,mixed,1392.8792,51543,HIGH,DERBY
294756,Derby,mixed,1060.3717,51805,HIGH,DERBY
294753,Derby,mixed,1039.1587,199,HIGH,DERBY
294754,Derby,impolite,314.4564,37748,VHIGH,DERBY
294751,Derby,polite,336.9723,199,HIGH,DERBY
294752,Derby,polite,3674.1651,33671,VHIGH,DERBY
294750,Derby,mixed,1055.3094,199,HIGH,DERBY
534905,JRuby (please use github issues at http://bugs.jruby.org),impolite,314.159,46258,VHIGH,JRUBY
534907,JRuby (please use github issues at http://bugs.jruby.org),impolite,0.494,46258,VHIGH,JRUBY
534901,JRuby (please use github issues at http://bugs.jruby.org),polite,14867.2107,0,null,JRUBY
534902,JRuby (please use github issues at http://bugs.jruby.org),mixed,4820.7509,46258,VHIGH,JRUBY
534903,JRuby (please use github issues at http://bugs.jruby.org),polite,39108.2021,46258,VHIGH,JRUBY
294765,Derby,mixed,600.5777,51791,HIGH,DERBY
294762,Derby,polite,330.2727,51831,HIGH,DERBY
294763,Derby,polite,12579.7044,33671,VHIGH,DERBY
294760,Derby,mixed,1169.5989,51805,HIGH,DERBY
294761,Derby,polite,164.6822,51542,HIGH,DERBY
294777,Derby,polite,42672.6727,0,null,DERBY
294775,Derby,impolite,11957.7006,0,null,DERBY
294776,Derby,polite,1.6029,199,HIGH,DERBY
294773,Derby,impolite,12157.1084,0,null,DERBY
294771,Derby,mixed,1253.1777,51805,HIGH,DERBY
294770,Derby,polite,1333.1705,51542,HIGH,DERBY
314081,CloudStack,impolite,71.6352,56182,HIGH,CLOUDSTACK
338053,Camel,polite,250.4968,7111,VHIGH,CAMEL
338054,Camel,polite,1266.1595,7111,VHIGH,CAMEL
147550,Hadoop Map/Reduce,impolite,49.7777,8468,HIGH,MAPREDUCE
338055,Camel,impolite,21.5272,486,VHIGH,CAMEL
338056,Camel,polite,9091.6396,7111,VHIGH,CAMEL
338059,Camel,impolite,1300.4884,27384,HIGH,CAMEL
147547,Hadoop Map/Reduce,polite,197.6957,36205,HIGH,MAPREDUCE
147549,Hadoop Map/Reduce,polite,4.1777,36312,STD,MAPREDUCE
147543,Hadoop Map/Reduce,impolite,188.8008,8112,STD,MAPREDUCE
147544,Hadoop Map/Reduce,impolite,5.0288,0,null,MAPREDUCE
338041,Camel,mixed,75.6559,486,VHIGH,CAMEL
338047,Camel,polite,1035.8542,27203,HIGH,CAMEL
338048,Camel,polite,230.6585,7111,VHIGH,CAMEL
338049,Camel,polite,14037.5096,7111,VHIGH,CAMEL
147560,Hadoop Map/Reduce,polite,7.705,8553,HIGH,MAPREDUCE
147559,Hadoop Map/Reduce,polite,22.5735,17233,HIGH,MAPREDUCE
147554,Hadoop Map/Reduce,mixed,1523.7081,0,null,MAPREDUCE
147555,Hadoop Map/Reduce,polite,0.2131,8391,HIGH,MAPREDUCE
338032,Camel,impolite,3.1135,0,null,CAMEL
147572,Hadoop Map/Reduce,mixed,251.3359,36159,HIGH,MAPREDUCE
147574,Hadoop Map/Reduce,mixed,194.3369,8468,HIGH,MAPREDUCE
314064,CloudStack,mixed,260.0181,56196,HIGH,CLOUDSTACK
147575,Hadoop Map/Reduce,mixed,2185.1831,36260,STD,MAPREDUCE
314065,CloudStack,impolite,505.1304,56194,STD,CLOUDSTACK
147570,Hadoop Map/Reduce,mixed,1925.841,7830,VHIGH,MAPREDUCE
147569,Hadoop Map/Reduce,mixed,274.4836,7830,VHIGH,MAPREDUCE
147567,Hadoop Map/Reduce,polite,52.3172,7962,HIGH,MAPREDUCE
147568,Hadoop Map/Reduce,impolite,92.6054,8112,STD,MAPREDUCE
338020,Camel,impolite,39.2959,27362,HIGH,CAMEL
314072,CloudStack,polite,399.1408,42499,HIGH,CLOUDSTACK
147584,Hadoop Map/Reduce,polite,19.7477,8391,HIGH,MAPREDUCE
338023,Camel,mixed,58.2823,7111,VHIGH,CAMEL
147585,Hadoop Map/Reduce,mixed,174.3488,7830,VHIGH,MAPREDUCE
338024,Camel,impolite,0.9404,7111,VHIGH,CAMEL
147580,Hadoop Map/Reduce,polite,5507.5742,36317,STD,MAPREDUCE
338027,Camel,mixed,1454.2998,7111,VHIGH,CAMEL
147581,Hadoop Map/Reduce,polite,191.6063,8112,STD,MAPREDUCE
338028,Camel,mixed,94.3491,25190,VHIGH,CAMEL
147577,Hadoop Map/Reduce,polite,619.2602,8174,HIGH,MAPREDUCE
147579,Hadoop Map/Reduce,polite,289.2442,0,null,MAPREDUCE
338018,Camel,impolite,839.115,27115,VHIGH,CAMEL
147503,Hadoop Map/Reduce,impolite,267.9432,36205,HIGH,MAPREDUCE
147504,Hadoop Map/Reduce,mixed,14263.4109,8174,HIGH,MAPREDUCE
147500,Hadoop Map/Reduce,polite,101.7914,8553,HIGH,MAPREDUCE
147502,Hadoop Map/Reduce,polite,1510.9307,0,null,MAPREDUCE
147507,Hadoop Map/Reduce,mixed,128.4176,8112,STD,MAPREDUCE
147508,Hadoop Map/Reduce,mixed,139.2388,36260,STD,MAPREDUCE
314052,CloudStack,mixed,10.7373,56180,HIGH,CLOUDSTACK
314050,CloudStack,polite,148.5457,56195,HIGH,CLOUDSTACK
338000,Camel,polite,13525.7017,7111,VHIGH,CAMEL
338001,Camel,polite,4.4356,486,VHIGH,CAMEL
314053,CloudStack,polite,221.842,56206,HIGH,CLOUDSTACK
314054,CloudStack,mixed,328.0431,56195,HIGH,CLOUDSTACK
338003,Camel,mixed,74.6943,7111,VHIGH,CAMEL
338004,Camel,impolite,68.6541,486,VHIGH,CAMEL
338005,Camel,polite,949.9379,27362,HIGH,CAMEL
147516,Hadoop Map/Reduce,polite,2089.1751,8112,STD,MAPREDUCE
147517,Hadoop Map/Reduce,impolite,2532.6203,8174,HIGH,MAPREDUCE
147511,Hadoop Map/Reduce,polite,2040.129,8524,HIGH,MAPREDUCE
147518,Hadoop Map/Reduce,polite,14335.4449,8174,HIGH,MAPREDUCE
314022,CloudStack,polite,2.2694,56180,HIGH,CLOUDSTACK
147530,Hadoop Map/Reduce,mixed,271.2744,7830,VHIGH,MAPREDUCE
147526,Hadoop Map/Reduce,impolite,160.7603,7830,VHIGH,MAPREDUCE
314017,CloudStack,impolite,283.8704,56200,HIGH,CLOUDSTACK
147528,Hadoop Map/Reduce,mixed,171.2835,7830,VHIGH,MAPREDUCE
147521,Hadoop Map/Reduce,impolite,53.2862,36205,HIGH,MAPREDUCE
147529,Hadoop Map/Reduce,impolite,4.9285,8489,HIGH,MAPREDUCE
314031,CloudStack,mixed,133.3676,56211,HIGH,CLOUDSTACK
206201,HBase,polite,100.9399,7954,HIGH,HBASE
147536,Hadoop Map/Reduce,mixed,278.302,8524,HIGH,MAPREDUCE
147537,Hadoop Map/Reduce,polite,122.7621,8391,HIGH,MAPREDUCE
147534,Hadoop Map/Reduce,polite,3207.5898,7830,VHIGH,MAPREDUCE
147535,Hadoop Map/Reduce,polite,241.2246,8524,HIGH,MAPREDUCE
206211,HBase,polite,56.7446,36224,VHIGH,HBASE
206214,HBase,impolite,474.3511,45906,HIGH,HBASE
314005,CloudStack,impolite,201.1997,42539,HIGH,CLOUDSTACK
206215,HBase,impolite,5143.337,45906,HIGH,HBASE
314002,CloudStack,impolite,27.1278,56182,HIGH,CLOUDSTACK
206216,HBase,impolite,2865.2802,0,null,HBASE
206207,HBase,polite,811.5827,45667,HIGH,HBASE
558747,groovy,mixed,4708.5282,74926,VHIGH,GROOVY
558745,groovy,polite,236.4013,74926,VHIGH,GROOVY
558746,groovy,polite,473.0502,74926,VHIGH,GROOVY
206220,HBase,impolite,4599.0603,45942,STD,HBASE
314011,CloudStack,mixed,365.2796,56182,HIGH,CLOUDSTACK
558744,groovy,impolite,2858.5391,3258,VHIGH,GROOVY
206222,HBase,polite,143.4696,7970,VHIGH,HBASE
206223,HBase,polite,17.2995,36068,VHIGH,HBASE
558742,groovy,polite,5274.682,74926,VHIGH,GROOVY
206225,HBase,mixed,1079.3701,46062,STD,HBASE
314014,CloudStack,polite,287.3447,56200,HIGH,CLOUDSTACK
206217,HBase,impolite,574.4262,7838,HIGH,HBASE
206219,HBase,mixed,3639.7088,7967,STD,HBASE
558739,groovy,impolite,20.7594,74926,VHIGH,GROOVY
558737,groovy,mixed,23334.2822,118,VHIGH,GROOVY
558734,groovy,impolite,1753.5801,3258,VHIGH,GROOVY
558735,groovy,polite,2762.6763,3258,VHIGH,GROOVY
558732,groovy,mixed,5.4977,29372,VHIGH,GROOVY
206232,HBase,polite,723.9929,0,null,HBASE
206233,HBase,mixed,1475.8454,7954,HIGH,HBASE
558730,groovy,mixed,646.6186,74926,VHIGH,GROOVY
206234,HBase,polite,950.4384,8013,HIGH,HBASE
558731,groovy,polite,1667.7004,74926,VHIGH,GROOVY
206236,HBase,polite,166.6349,7905,HIGH,HBASE
558727,groovy,mixed,41.0554,3258,VHIGH,GROOVY
558728,groovy,polite,2151.9693,74926,VHIGH,GROOVY
558724,groovy,polite,1566.369,74926,VHIGH,GROOVY
4003,Hibernate ORM,mixed,4535.4801,100,VHIGH,HHH
206241,HBase,mixed,95.4486,46067,STD,HBASE
206243,HBase,polite,1027.0372,0,null,HBASE
558722,groovy,polite,3658.0688,3258,VHIGH,GROOVY
206239,HBase,impolite,4826.5823,45906,HIGH,HBASE
558718,groovy,impolite,36.0121,74926,VHIGH,GROOVY
558713,groovy,impolite,210.5402,3258,VHIGH,GROOVY
4010,Hibernate ORM,impolite,527.1065,100,VHIGH,HHH
206250,HBase,polite,16.7007,7862,VHIGH,HBASE
206251,HBase,polite,22.1747,7954,HIGH,HBASE
4014,Hibernate ORM,impolite,34.0883,837,VHIGH,HHH
206252,HBase,polite,815.0413,39819,STD,HBASE
147594,Hadoop Map/Reduce,mixed,515.0187,7830,VHIGH,MAPREDUCE
206253,HBase,mixed,841.1271,7910,HIGH,HBASE
147595,Hadoop Map/Reduce,mixed,718.6795,36159,HIGH,MAPREDUCE
206254,HBase,mixed,50.4963,45906,HIGH,HBASE
147597,Hadoop Map/Reduce,polite,209.1479,8552,HIGH,MAPREDUCE
206256,HBase,mixed,6664.0574,7967,STD,HBASE
206257,HBase,mixed,378.0788,45888,HIGH,HBASE
147591,Hadoop Map/Reduce,mixed,208.0137,8166,HIGH,MAPREDUCE
206258,HBase,mixed,328.3675,8135,HIGH,HBASE
147592,Hadoop Map/Reduce,impolite,13.9166,8166,HIGH,MAPREDUCE
206259,HBase,mixed,3042.8237,8013,HIGH,HBASE
147588,Hadoop Map/Reduce,mixed,0.8962,8112,STD,MAPREDUCE
147589,Hadoop Map/Reduce,polite,4.4964,8552,HIGH,MAPREDUCE
4005,Hibernate ORM,impolite,1530.3905,57,VHIGH,HHH
4009,Hibernate ORM,mixed,68.5026,0,null,HHH
4021,Hibernate ORM,polite,475.6515,100,VHIGH,HHH
206260,HBase,impolite,309.1105,45883,HIGH,HBASE
206261,HBase,polite,1658.9238,42481,HIGH,HBASE
206264,HBase,mixed,8610.9134,36068,VHIGH,HBASE
206268,HBase,mixed,89.0246,7910,HIGH,HBASE
147599,Hadoop Map/Reduce,polite,222.5375,36201,HIGH,MAPREDUCE
4018,Hibernate ORM,polite,2273.3876,837,VHIGH,HHH
4019,Hibernate ORM,polite,2299.977,100,VHIGH,HHH
4031,Hibernate ORM,impolite,312.3698,110,VHIGH,HHH
4033,Hibernate ORM,mixed,191.6841,57,VHIGH,HHH
206271,HBase,mixed,2521.1055,45667,HIGH,HBASE
206273,HBase,mixed,836.9985,45667,HIGH,HBASE
206275,HBase,mixed,463.5546,45667,HIGH,HBASE
206276,HBase,mixed,524.6528,45667,HIGH,HBASE
206277,HBase,impolite,124.9044,8013,HIGH,HBASE
206278,HBase,impolite,1.1633,0,null,HBASE
206279,HBase,impolite,84.5074,46005,STD,HBASE
4028,Hibernate ORM,polite,152.777,100,VHIGH,HHH
206280,HBase,mixed,751.9544,26374,STD,HBASE
206281,HBase,impolite,1776.4455,7967,STD,HBASE
206283,HBase,mixed,92.4367,36068,VHIGH,HBASE
4046,Hibernate ORM,polite,5358.4037,100,VHIGH,HHH
4051,Hibernate ORM,polite,1429.5188,100,VHIGH,HHH
294825,Derby,polite,20.5581,51776,HIGH,DERBY
206290,HBase,polite,196.4921,17219,HIGH,HBASE
206291,HBase,impolite,142.0176,7910,HIGH,HBASE
294823,Derby,impolite,199.737,32032,VHIGH,DERBY
294824,Derby,mixed,2366.3686,51806,HIGH,DERBY
