IssueID,ProjectName,Politeness,FixingTime_(hours)
329483,Cassandra,impolite,20.8699
295629,Derby,mixed,356.8239
295627,Derby,mixed,103.5159
295624,Derby,impolite,2370.3828
295625,Derby,polite,329.9142
295623,Derby,impolite,6694.9734
330457,Cassandra,polite,1985.6983
330458,Cassandra,impolite,43.0629
330451,Cassandra,mixed,726.233
330452,Cassandra,impolite,77.6464
330454,Cassandra,polite,2257.3992
81148,Solr,impolite,0.4343
329470,Cassandra,impolite,121.0823
330460,Cassandra,impolite,28.378
330461,Cassandra,mixed,1849.2117
81145,Solr,polite,5785.6987
81146,Solr,impolite,1.4569
81147,Solr,impolite,1.7631
329472,Cassandra,mixed,191.8504
81141,Solr,impolite,0.1546
81143,Solr,impolite,12.3828
560672,groovy,mixed,7866.7083
560673,groovy,polite,4256.4598
330569,Cassandra,impolite,1841.6803
330565,Cassandra,impolite,5.7348
560679,groovy,impolite,4895.1433
330564,Cassandra,polite,241.6907
329588,Cassandra,impolite,0.9477
329585,Cassandra,impolite,15.0155
560681,groovy,impolite,48747.5135
560688,groovy,polite,670.8448
330551,Cassandra,mixed,1109.1151
148407,Hadoop Map/Reduce,polite,217.7731
329570,Cassandra,mixed,0.2343
329576,Cassandra,polite,882.4523
329575,Cassandra,polite,3.7669
560690,groovy,mixed,12260.9681
329579,Cassandra,polite,1.1414
560693,groovy,polite,605.3521
535694,JRuby (please use github issues at http://bugs.jruby.org),impolite,3660.3443
560694,groovy,mixed,33.3166
560695,groovy,impolite,985.8514
330547,Cassandra,mixed,14.6722
535696,JRuby (please use github issues at http://bugs.jruby.org),impolite,581.3701
560696,groovy,impolite,2065.8383
330548,Cassandra,impolite,4.8685
560698,groovy,mixed,5045.0179
535699,JRuby (please use github issues at http://bugs.jruby.org),polite,3837.9476
560699,groovy,impolite,5937.7525
330544,Cassandra,impolite,502.5219
330545,Cassandra,mixed,2832.0449
148422,Hadoop Map/Reduce,polite,786.744
330541,Cassandra,impolite,2799.139
535690,JRuby (please use github issues at http://bugs.jruby.org),mixed,2326.7212
330542,Cassandra,impolite,474.4197
148416,Hadoop Map/Reduce,polite,146.49
148418,Hadoop Map/Reduce,impolite,127.741
148415,Hadoop Map/Reduce,mixed,411.7785
535689,JRuby (please use github issues at http://bugs.jruby.org),mixed,840.6788
329569,Cassandra,mixed,471.1067
330536,Cassandra,impolite,0.5196
148431,Hadoop Map/Reduce,polite,45.4859
330534,Cassandra,impolite,1273.8757
330535,Cassandra,mixed,1660.2203
148427,Hadoop Map/Reduce,mixed,1369.2482
148428,Hadoop Map/Reduce,mixed,792.2856
148429,Hadoop Map/Reduce,impolite,2751.5791
148425,Hadoop Map/Reduce,polite,794.877
148426,Hadoop Map/Reduce,impolite,10649.2584
330529,Cassandra,mixed,9.6432
329539,Cassandra,polite,0.9499
295677,Derby,polite,537.352
295678,Derby,polite,7493.2094
295676,Derby,impolite,537.0132
330522,Cassandra,impolite,44.8959
295673,Derby,mixed,3535.8804
330523,Cassandra,impolite,401.1781
295671,Derby,polite,1038.3187
295672,Derby,mixed,1131.1189
329540,Cassandra,polite,316.0858
329529,Cassandra,mixed,674.3672
295688,Derby,impolite,7.9779
330512,Cassandra,mixed,435.0293
295683,Derby,mixed,943.3643
295680,Derby,polite,7325.5149
295690,Derby,polite,3568.3675
329530,Cassandra,impolite,1.2875
330507,Cassandra,impolite,115.9123
330509,Cassandra,impolite,5823.4783
560650,groovy,polite,2905.8139
295699,Derby,impolite,3238.0425
330505,Cassandra,impolite,3312.0437
560654,groovy,impolite,91.3511
560655,groovy,mixed,208.6971
295697,Derby,polite,46.6882
295698,Derby,mixed,2853.8002
330500,Cassandra,impolite,4622.1401
560658,groovy,impolite,93.9896
295696,Derby,mixed,224.1439
330502,Cassandra,mixed,211.0829
560659,groovy,impolite,189.5053
81306,Solr,impolite,305.6381
295693,Derby,mixed,505.4113
81307,Solr,mixed,89.5265
81309,Solr,polite,71.3791
81313,Solr,polite,865.3588
81314,Solr,mixed,1228.9998
81310,Solr,polite,2712.087
81311,Solr,impolite,14.5393
329505,Cassandra,impolite,8.0154
560661,groovy,impolite,342.358
560663,groovy,polite,0.0536
81305,Solr,mixed,973.2133
81300,Solr,mixed,116.1424
81301,Solr,mixed,2.2186
329511,Cassandra,impolite,63.0209
329515,Cassandra,impolite,2.3926
329513,Cassandra,impolite,1.0947
148480,Hadoop Map/Reduce,mixed,328.3045
148481,Hadoop Map/Reduce,mixed,1317.0048
148483,Hadoop Map/Reduce,polite,3337.7415
197405,Hadoop HDFS,polite,2303.2147
197406,Hadoop HDFS,polite,598.9079
197403,Hadoop HDFS,polite,901.4479
197404,Hadoop HDFS,polite,1769.3143
148479,Hadoop Map/Reduce,mixed,1206.4836
148490,Hadoop Map/Reduce,mixed,2568.7119
148499,Hadoop Map/Reduce,impolite,4575.3894
148493,Hadoop Map/Reduce,impolite,195.0939
197416,Hadoop HDFS,polite,310.8562
197417,Hadoop HDFS,polite,6.5391
197414,Hadoop HDFS,polite,366.5375
197412,Hadoop HDFS,polite,0.8303
197411,Hadoop HDFS,polite,3.2248
222716,Hadoop Common,polite,3465.2038
222715,Hadoop Common,polite,165.4379
222710,Hadoop Common,impolite,72.6568
222711,Hadoop Common,polite,86.775
222705,Hadoop Common,polite,4005.8242
222706,Hadoop Common,polite,577.7164
222709,Hadoop Common,mixed,4113.0449
222702,Hadoop Common,polite,1618.1241
535670,JRuby (please use github issues at http://bugs.jruby.org),polite,333.0596
222739,Hadoop Common,polite,27.873
148441,Hadoop Map/Reduce,mixed,960.6045
207100,HBase,polite,0.9926
222731,Hadoop Common,mixed,6156.36
148443,Hadoop Map/Reduce,polite,1298.6903
207102,HBase,polite,980.553
148444,Hadoop Map/Reduce,mixed,2066.4479
207104,HBase,impolite,109.5089
207105,HBase,polite,1771.9779
222735,Hadoop Common,mixed,2728.2526
207106,HBase,mixed,325.7237
222732,Hadoop Common,mixed,1961.2506
148440,Hadoop Map/Reduce,impolite,1258.5541
207107,HBase,impolite,157.4898
148438,Hadoop Map/Reduce,polite,923.1289
148439,Hadoop Map/Reduce,polite,1116.0975
148435,Hadoop Map/Reduce,impolite,6.5509
148436,Hadoop Map/Reduce,polite,9864.7556
535667,JRuby (please use github issues at http://bugs.jruby.org),polite,258.4244
535681,JRuby (please use github issues at http://bugs.jruby.org),polite,439.6612
222725,Hadoop Common,impolite,51.0574
535683,JRuby (please use github issues at http://bugs.jruby.org),polite,3498.9834
535684,JRuby (please use github issues at http://bugs.jruby.org),impolite,183.8924
535687,JRuby (please use github issues at http://bugs.jruby.org),impolite,3348.5433
207110,HBase,polite,1315.5399
535688,JRuby (please use github issues at http://bugs.jruby.org),impolite,1044.0389
207111,HBase,mixed,1996.5046
148453,Hadoop Map/Reduce,mixed,4283.158
222720,Hadoop Common,polite,312.1608
148454,Hadoop Map/Reduce,impolite,12.1338
207113,HBase,mixed,28.2201
148455,Hadoop Map/Reduce,polite,1146.0464
207114,HBase,impolite,3.9232
207115,HBase,mixed,3167.7829
222723,Hadoop Common,mixed,815.8543
207116,HBase,polite,118.9228
222724,Hadoop Common,impolite,215.2033
207117,HBase,impolite,1560.0596
222721,Hadoop Common,mixed,311.7808
148451,Hadoop Map/Reduce,impolite,1877.0465
222722,Hadoop Common,polite,734.8013
207108,HBase,polite,48.8646
207109,HBase,polite,24.7988
148446,Hadoop Map/Reduce,mixed,966.6669
148448,Hadoop Map/Reduce,impolite,358.8688
535678,JRuby (please use github issues at http://bugs.jruby.org),mixed,3556.1626
535679,JRuby (please use github issues at http://bugs.jruby.org),polite,3489.1668
535653,JRuby (please use github issues at http://bugs.jruby.org),polite,449.7657
535655,JRuby (please use github issues at http://bugs.jruby.org),polite,4.9246
207122,HBase,polite,12.4649
148464,Hadoop Map/Reduce,polite,666.5565
207123,HBase,mixed,70.4938
207124,HBase,polite,186.7138
222750,Hadoop Common,mixed,48.2305
207125,HBase,mixed,12095.7882
222751,Hadoop Common,polite,2.3617
207126,HBase,mixed,188.3522
222756,Hadoop Common,mixed,1289.9307
207128,HBase,polite,26.5277
222754,Hadoop Common,polite,543.1454
207129,HBase,mixed,3317.0742
222755,Hadoop Common,impolite,18.1961
207119,HBase,impolite,18.3323
148456,Hadoop Map/Reduce,polite,2979.3725
148457,Hadoop Map/Reduce,mixed,166.4339
222760,Hadoop Common,impolite,1309.7943
148458,Hadoop Map/Reduce,polite,5818.0812
148459,Hadoop Map/Reduce,polite,316.5789
535660,JRuby (please use github issues at http://bugs.jruby.org),polite,756.9451
535661,JRuby (please use github issues at http://bugs.jruby.org),polite,11142.0973
207131,HBase,mixed,616.7457
535665,JRuby (please use github issues at http://bugs.jruby.org),polite,3318.6539
207134,HBase,polite,67.6771
207135,HBase,mixed,71.9973
207136,HBase,polite,71.3336
148470,Hadoop Map/Reduce,mixed,85.6572
222745,Hadoop Common,polite,69.7389
148471,Hadoop Map/Reduce,mixed,17.3575
207138,HBase,polite,2820.5198
222746,Hadoop Common,polite,76.008
222743,Hadoop Common,polite,469.1135
148473,Hadoop Map/Reduce,impolite,0.0438
535656,JRuby (please use github issues at http://bugs.jruby.org),mixed,3152.1839
535657,JRuby (please use github issues at http://bugs.jruby.org),polite,30.5519
535658,JRuby (please use github issues at http://bugs.jruby.org),polite,9496.6781
535659,JRuby (please use github issues at http://bugs.jruby.org),polite,2030.7548
197371,Hadoop HDFS,mixed,1493.4202
197372,Hadoop HDFS,polite,287.6403
222774,Hadoop Common,mixed,6.502
222775,Hadoop Common,polite,475.189
222772,Hadoop Common,polite,98.7629
207149,HBase,mixed,20.2797
222779,Hadoop Common,impolite,1.8257
222776,Hadoop Common,mixed,1.3995
81298,Solr,impolite,0.3708
222780,Hadoop Common,polite,4101.2648
197365,Hadoop HDFS,polite,43.5437
197362,Hadoop HDFS,mixed,1030.1272
81297,Solr,impolite,0.4745
81291,Solr,impolite,508.2699
197369,Hadoop HDFS,impolite,1591.6396
81292,Solr,impolite,39.1791
222769,Hadoop Common,mixed,236.1333
207150,HBase,mixed,33.342
197382,Hadoop HDFS,polite,319.1226
197380,Hadoop HDFS,polite,166.7574
197381,Hadoop HDFS,polite,1134.1933
207154,HBase,mixed,178.5957
207155,HBase,mixed,69.1022
222763,Hadoop Common,mixed,1335.9876
222761,Hadoop Common,mixed,178.5435
222762,Hadoop Common,impolite,1634.334
207159,HBase,mixed,339.2294
222767,Hadoop Common,polite,5938.8159
222768,Hadoop Common,mixed,1486.7026
222765,Hadoop Common,polite,16.5343
222766,Hadoop Common,impolite,3.308
81287,Solr,mixed,1037.2111
222771,Hadoop Common,polite,918.9185
197375,Hadoop HDFS,polite,96.2493
197376,Hadoop HDFS,polite,142.5115
197373,Hadoop HDFS,mixed,1178.6764
197374,Hadoop HDFS,polite,142.8065
81281,Solr,mixed,1104.2484
197377,Hadoop HDFS,polite,515.496
81282,Solr,impolite,0.4878
197378,Hadoop HDFS,mixed,5.1674
207161,HBase,mixed,72.4538
207163,HBase,polite,174.4401
207165,HBase,mixed,166.0373
207166,HBase,mixed,599.4041
207168,HBase,polite,4.2925
222795,Hadoop Common,polite,6226.5844
222798,Hadoop Common,polite,2004.584
222799,Hadoop Common,polite,289.9177
197349,Hadoop HDFS,polite,192.4159
197342,Hadoop HDFS,impolite,61.7459
197343,Hadoop HDFS,mixed,2255.2499
197346,Hadoop HDFS,impolite,44.0417
197347,Hadoop HDFS,polite,322.2093
197344,Hadoop HDFS,mixed,195.8312
197345,Hadoop HDFS,polite,50.2283
207171,HBase,polite,685.7669
295703,Derby,polite,1848.2313
197360,Hadoop HDFS,mixed,218.5007
295701,Derby,polite,16307.6432
207174,HBase,polite,15.9862
295702,Derby,polite,1124.1387
207176,HBase,mixed,4398.8387
295700,Derby,polite,1770.3539
207177,HBase,polite,1389.3114
222785,Hadoop Common,mixed,164.3447
207178,HBase,mixed,122.0987
207179,HBase,mixed,7455.2956
222787,Hadoop Common,polite,1907.7513
222788,Hadoop Common,mixed,1002.9662
197359,Hadoop HDFS,polite,26.1574
222793,Hadoop Common,mixed,1582.8625
222790,Hadoop Common,mixed,983.5789
197353,Hadoop HDFS,polite,262.2161
197351,Hadoop HDFS,polite,268.223
197355,Hadoop HDFS,mixed,170.4394
197356,Hadoop HDFS,mixed,390.6976
207184,HBase,mixed,2840.5171
207187,HBase,polite,293.3347
207188,HBase,polite,81.7492
207189,HBase,mixed,642.612
197324,Hadoop HDFS,mixed,1550.8324
207191,HBase,mixed,707.8403
207198,HBase,mixed,366.0584
207199,HBase,polite,225.0848
197339,Hadoop HDFS,polite,366.848
197337,Hadoop HDFS,mixed,3297.1614
197335,Hadoop HDFS,mixed,817.4273
197333,Hadoop HDFS,mixed,4.8239
197334,Hadoop HDFS,mixed,602.4894
207190,HBase,polite,350.4599
197304,Hadoop HDFS,mixed,7.7638
197308,Hadoop HDFS,mixed,49.3223
8000,Hibernate ORM,polite,38143.848
197317,Hadoop HDFS,polite,1268.5521
197318,Hadoop HDFS,polite,23.1211
197316,Hadoop HDFS,polite,92.308
197319,Hadoop HDFS,polite,801.3157
197310,Hadoop HDFS,mixed,599.9401
197314,Hadoop HDFS,mixed,581.7757
197312,Hadoop HDFS,polite,14.9224
8013,Hibernate ORM,impolite,37.283
8012,Hibernate ORM,impolite,3711.0133
295754,Derby,mixed,1006.9875
81216,Solr,impolite,0.4341
81217,Solr,impolite,560.7693
81211,Solr,mixed,3047.4368
8022,Hibernate ORM,polite,10010.6285
8023,Hibernate ORM,polite,10564.1199
8021,Hibernate ORM,mixed,23730.102
81203,Solr,polite,529.261
81204,Solr,polite,4.6428
81206,Solr,mixed,4.9041
81200,Solr,mixed,3021.046
81202,Solr,polite,0.8186
8035,Hibernate ORM,polite,2544.7944
8031,Hibernate ORM,impolite,12235.9068
81238,Solr,impolite,69.1562
81239,Solr,polite,78.4162
81234,Solr,impolite,47.8006
81230,Solr,mixed,51.5226
8046,Hibernate ORM,polite,152.1207
81218,Solr,mixed,379.3842
81219,Solr,polite,334.5774
8040,Hibernate ORM,impolite,131.0775
81225,Solr,impolite,26.5355
81223,Solr,polite,636.5791
8055,Hibernate ORM,impolite,23463.6653
8056,Hibernate ORM,polite,27584.3689
295713,Derby,polite,16520.9574
295710,Derby,impolite,56170.2812
8050,Hibernate ORM,impolite,192.402
8054,Hibernate ORM,impolite,266.6738
8051,Hibernate ORM,impolite,938.3024
81258,Solr,polite,272.8329
81259,Solr,mixed,663.1726
81255,Solr,mixed,2193.8121
81256,Solr,polite,3074.8258
81257,Solr,mixed,284.3123
81250,Solr,mixed,3800.1162
81253,Solr,mixed,229.0498
295718,Derby,polite,103.3666
295719,Derby,mixed,21338.2514
295727,Derby,mixed,2902.4318
8069,Hibernate ORM,mixed,33104.7745
295728,Derby,impolite,45270.7049
295725,Derby,polite,418.0348
8067,Hibernate ORM,polite,435.2421
295726,Derby,polite,553.608
295723,Derby,polite,673.074
295724,Derby,mixed,3863.0203
295722,Derby,polite,7.2469
295720,Derby,polite,3547.326
8064,Hibernate ORM,impolite,429.755
330594,Cassandra,polite,231.575
330595,Cassandra,polite,4397.213
8062,Hibernate ORM,polite,32962.5603
330597,Cassandra,mixed,2766.6432
81249,Solr,mixed,215.9769
81243,Solr,polite,173.4975
81244,Solr,polite,441.5031
81245,Solr,mixed,3237.2508
81242,Solr,impolite,843.3128
295729,Derby,mixed,3065.9123
295738,Derby,mixed,8815.4501
197390,Hadoop HDFS,mixed,527.5115
295739,Derby,impolite,4.5572
8077,Hibernate ORM,polite,31512.109
8078,Hibernate ORM,polite,24600.3363
295737,Derby,polite,481.9266
295735,Derby,mixed,52174.3787
197391,Hadoop HDFS,polite,4.034
295732,Derby,mixed,7803.6125
8071,Hibernate ORM,mixed,14648.4892
295730,Derby,impolite,45414.6099
330587,Cassandra,mixed,647.386
8072,Hibernate ORM,impolite,39174.6841
330585,Cassandra,polite,96.7738
330590,Cassandra,impolite,1548.4981
81276,Solr,mixed,300.1191
81279,Solr,mixed,357.1098
81272,Solr,mixed,892.7849
81273,Solr,polite,383.0876
197387,Hadoop HDFS,polite,77.7991
81274,Solr,impolite,0.1891
81275,Solr,impolite,292.8084
81270,Solr,polite,116.8058
295749,Derby,polite,55604.4906
295747,Derby,impolite,618.396
8089,Hibernate ORM,impolite,7732.5229
295746,Derby,polite,621.742
295743,Derby,impolite,7217.6928
295744,Derby,polite,1370.3805
330577,Cassandra,mixed,1494.6245
8080,Hibernate ORM,polite,40885.8975
8087,Hibernate ORM,polite,22492.5463
330573,Cassandra,polite,174.8535
330574,Cassandra,impolite,16.4564
330575,Cassandra,polite,1113.4091
81269,Solr,mixed,787.3527
330581,Cassandra,polite,457.5349
330582,Cassandra,mixed,80.8997
329594,Cassandra,impolite,1.929
81266,Solr,mixed,282.4335
329595,Cassandra,impolite,24.6801
329592,Cassandra,impolite,23.0411
81268,Solr,impolite,336.582
197397,Hadoop HDFS,mixed,53.2685
329598,Cassandra,impolite,13.4085
81262,Solr,mixed,0.6405
329596,Cassandra,mixed,474.5198
81264,Solr,mixed,2518.4924
81260,Solr,impolite,538.2746
535593,JRuby (please use github issues at http://bugs.jruby.org),impolite,275.6355
559561,groovy,mixed,10731.1994
560551,groovy,impolite,2841.2169
330206,Cassandra,mixed,526.6071
535597,JRuby (please use github issues at http://bugs.jruby.org),impolite,2714.2406
560554,groovy,impolite,3761.5998
295358,Derby,mixed,44.6583
560555,groovy,impolite,2.3006
295359,Derby,polite,1.0384
8093,Hibernate ORM,impolite,942.1661
295356,Derby,mixed,903.3375
330202,Cassandra,polite,190.2787
559568,groovy,mixed,19.4906
295357,Derby,mixed,236.9999
559569,groovy,impolite,0.6908
295354,Derby,impolite,48296.2189
330204,Cassandra,impolite,0.8541
559566,groovy,mixed,47.4597
559567,groovy,impolite,24.3783
8097,Hibernate ORM,polite,41182.525
8098,Hibernate ORM,mixed,212.7244
295353,Derby,polite,46.4307
330201,Cassandra,polite,3650.9712
535592,JRuby (please use github issues at http://bugs.jruby.org),impolite,35056.0342
559563,groovy,impolite,25.2144
295360,Derby,mixed,49187.6821
559559,groovy,impolite,3.2565
560560,groovy,polite,2255.4888
560563,groovy,impolite,1592.435
560564,groovy,impolite,1739.7978
295367,Derby,polite,181.0714
295368,Derby,impolite,3138.4125
559558,groovy,mixed,10710.5321
560569,groovy,mixed,1839.6176
295365,Derby,polite,330.3478
559555,groovy,impolite,0.1788
559556,groovy,impolite,42.608
559553,groovy,impolite,40.7788
295364,Derby,impolite,537.8609
559554,groovy,mixed,119.2246
559551,groovy,mixed,329.9477
559552,groovy,impolite,0.5423
295370,Derby,mixed,981.9472
295371,Derby,impolite,13056.7603
535571,JRuby (please use github issues at http://bugs.jruby.org),polite,2976.2876
535575,JRuby (please use github issues at http://bugs.jruby.org),polite,250.9443
560575,groovy,polite,137.2419
535577,JRuby (please use github issues at http://bugs.jruby.org),polite,2903.33
295379,Derby,polite,3260.9826
295376,Derby,mixed,6167.6023
295375,Derby,polite,0.3952
295372,Derby,mixed,42156.4078
295373,Derby,polite,115.0059
295382,Derby,polite,9392.0697
535569,JRuby (please use github issues at http://bugs.jruby.org),impolite,2982.4634
560580,groovy,impolite,32308.6869
560581,groovy,impolite,19.0905
535582,JRuby (please use github issues at http://bugs.jruby.org),polite,29.72
535583,JRuby (please use github issues at http://bugs.jruby.org),polite,32.6323
560583,groovy,polite,1813.9808
560584,groovy,polite,1679.5393
535585,JRuby (please use github issues at http://bugs.jruby.org),polite,3047.9376
560586,groovy,mixed,1059.8658
535587,JRuby (please use github issues at http://bugs.jruby.org),polite,436.2766
535589,JRuby (please use github issues at http://bugs.jruby.org),impolite,7946.9037
560589,groovy,impolite,130.8397
295389,Derby,polite,179.3469
295385,Derby,mixed,5811.1179
295386,Derby,polite,2.1811
295383,Derby,polite,16467.0485
535581,JRuby (please use github issues at http://bugs.jruby.org),mixed,17131.3513
295392,Derby,mixed,17098.7257
295390,Derby,impolite,242.1307
535579,JRuby (please use github issues at http://bugs.jruby.org),mixed,34330.4049
295319,Derby,impolite,89.1029
295316,Derby,mixed,149.6142
81409,Solr,polite,34.4584
295312,Derby,polite,10149.3912
295310,Derby,mixed,18346.7683
295311,Derby,impolite,132.5307
81408,Solr,polite,48.7046
81412,Solr,polite,25.7258
81413,Solr,mixed,4205.6236
81410,Solr,polite,110.1923
81411,Solr,mixed,1894.8335
559593,groovy,impolite,27.5377
559594,groovy,impolite,28.6416
295329,Derby,mixed,360.0114
559591,groovy,impolite,165.2053
559592,groovy,impolite,103.6623
295328,Derby,polite,815.5817
559590,groovy,impolite,14.016
295326,Derby,mixed,5416.5367
295322,Derby,polite,771.4624
559597,groovy,mixed,140.4931
295320,Derby,mixed,32849.4344
559598,groovy,impolite,0.0204
559595,groovy,impolite,0.0187
559596,groovy,mixed,140.4772
81401,Solr,impolite,16.7668
81400,Solr,polite,894.2721
295339,Derby,polite,38296.3555
295336,Derby,polite,374.2973
295337,Derby,mixed,70.6615
295332,Derby,mixed,761.5408
559588,groovy,impolite,403.0189
295333,Derby,polite,336.2706
559589,groovy,impolite,401.3468
295330,Derby,polite,167.5754
559586,groovy,impolite,25.7002
295331,Derby,mixed,10144.2803
559587,groovy,impolite,0.121
559584,groovy,impolite,25.6526
559585,groovy,impolite,25.6689
81434,Solr,mixed,785.0234
81437,Solr,impolite,3911.1208
81432,Solr,mixed,2162.2503
81433,Solr,mixed,971.7704
559572,groovy,mixed,2.7613
295349,Derby,polite,43.9159
295347,Derby,polite,386.4027
295348,Derby,polite,269.7457
295345,Derby,polite,16.2299
559579,groovy,mixed,7.0906
295346,Derby,polite,244.4593
295344,Derby,mixed,412.7082
559575,groovy,impolite,0.3889
81417,Solr,polite,0.257
559573,groovy,impolite,7.826
81426,Solr,mixed,2471.6943
81421,Solr,polite,1511.7458
81422,Solr,mixed,160.8405
535550,JRuby (please use github issues at http://bugs.jruby.org),polite,2581.4223
535551,JRuby (please use github issues at http://bugs.jruby.org),impolite,8572.4041
535556,JRuby (please use github issues at http://bugs.jruby.org),polite,2738.4846
295399,Derby,polite,10194.5961
295394,Derby,impolite,0.4324
535560,JRuby (please use github issues at http://bugs.jruby.org),polite,2674.5166
535561,JRuby (please use github issues at http://bugs.jruby.org),polite,2794.66
535565,JRuby (please use github issues at http://bugs.jruby.org),polite,2655.8957
535567,JRuby (please use github issues at http://bugs.jruby.org),mixed,2819.9394
535557,JRuby (please use github issues at http://bugs.jruby.org),polite,11792.7681
535559,JRuby (please use github issues at http://bugs.jruby.org),polite,1934.6337
222419,Hadoop Common,mixed,403.8164
222411,Hadoop Common,impolite,22.4654
222415,Hadoop Common,polite,311.8156
222416,Hadoop Common,mixed,3682.9421
222414,Hadoop Common,mixed,141.0135
222407,Hadoop Common,polite,198.0268
222401,Hadoop Common,mixed,25.4097
222404,Hadoop Common,mixed,68.1695
222402,Hadoop Common,polite,188.9193
222403,Hadoop Common,impolite,30.5784
222431,Hadoop Common,mixed,22.4954
222432,Hadoop Common,polite,323.9814
222437,Hadoop Common,polite,363.5578
222441,Hadoop Common,impolite,4175.1884
222428,Hadoop Common,polite,1367.6048
222423,Hadoop Common,impolite,111.8614
222420,Hadoop Common,mixed,1008.4947
222424,Hadoop Common,mixed,54.0398
222456,Hadoop Common,polite,431.4286
222453,Hadoop Common,polite,698.0782
222454,Hadoop Common,impolite,502.4354
222457,Hadoop Common,polite,2.352
222460,Hadoop Common,mixed,294.2582
222461,Hadoop Common,mixed,262.1786
8100,Hibernate ORM,polite,1610.369
222442,Hadoop Common,polite,26.7021
222452,Hadoop Common,polite,1994.7778
8112,Hibernate ORM,mixed,5253.8103
8113,Hibernate ORM,impolite,8260.3761
222476,Hadoop Common,mixed,3056.3974
222481,Hadoop Common,polite,696.6252
222482,Hadoop Common,polite,2279.003
8121,Hibernate ORM,mixed,30190.8911
8126,Hibernate ORM,polite,5985.627
222467,Hadoop Common,polite,3.4913
8120,Hibernate ORM,mixed,2022.931
222470,Hadoop Common,mixed,14.0085
8137,Hibernate ORM,polite,41730.1386
81329,Solr,impolite,17.7053
330289,Cassandra,mixed,29.9861
330293,Cassandra,mixed,3957.4831
81336,Solr,impolite,795.2536
330295,Cassandra,impolite,141.6856
81338,Solr,impolite,461.5714
330296,Cassandra,impolite,261.9462
81334,Solr,mixed,6329.7465
81330,Solr,impolite,2.2719
8143,Hibernate ORM,impolite,10034.6913
295406,Derby,mixed,6769.0644
295407,Derby,polite,860.3932
8149,Hibernate ORM,impolite,2834.4494
295405,Derby,polite,510.1687
8147,Hibernate ORM,impolite,10.7664
295402,Derby,polite,657.6881
8148,Hibernate ORM,polite,140.9699
295403,Derby,mixed,1684.2801
330279,Cassandra,polite,3289.6492
222489,Hadoop Common,polite,5.4224
81317,Solr,impolite,6.1874
8142,Hibernate ORM,polite,34252.1516
81318,Solr,mixed,128.1468
81319,Solr,mixed,392.434
330277,Cassandra,impolite,10.0852
81326,Solr,impolite,0.9879
330284,Cassandra,polite,4186.9048
222490,Hadoop Common,impolite,1.9079
81320,Solr,impolite,7949.3478
81322,Solr,impolite,662.6526
222493,Hadoop Common,polite,124.2692
330281,Cassandra,impolite,60.5698
8156,Hibernate ORM,impolite,42174.4175
295417,Derby,polite,213.3078
295418,Derby,mixed,44.8882
295415,Derby,mixed,196.9052
8158,Hibernate ORM,impolite,7137.8573
295413,Derby,mixed,609.0136
295411,Derby,impolite,2772.8956
295412,Derby,mixed,175.4075
330269,Cassandra,impolite,1504.8067
8152,Hibernate ORM,impolite,13399.7024
330264,Cassandra,mixed,766.2714
81357,Solr,mixed,179.932
330271,Cassandra,impolite,1751.2296
81359,Solr,impolite,351.5
81355,Solr,mixed,1901.7668
81350,Solr,polite,1905.7715
295428,Derby,polite,167.5678
295426,Derby,polite,103.3253
330257,Cassandra,mixed,1135.6826
295423,Derby,mixed,6303.4029
8164,Hibernate ORM,impolite,13820.6486
8162,Hibernate ORM,impolite,12193.6975
81346,Solr,mixed,1009.4389
330260,Cassandra,polite,962.692
81347,Solr,polite,2235.4795
330261,Cassandra,polite,264.565
81348,Solr,mixed,1411.8273
81342,Solr,impolite,118.3823
81343,Solr,mixed,1542.7147
81345,Solr,mixed,4658.3408
560593,groovy,polite,0.0274
560595,groovy,polite,0.7183
8177,Hibernate ORM,mixed,3346.5233
560596,groovy,impolite,0.0301
560597,groovy,polite,2452.8465
330251,Cassandra,mixed,189.2964
330252,Cassandra,polite,24.3642
81377,Solr,impolite,1865.588
81371,Solr,impolite,302.6771
81373,Solr,impolite,25.8677
81374,Solr,mixed,124.8683
8189,Hibernate ORM,polite,24.308
8188,Hibernate ORM,impolite,199.3928
330235,Cassandra,polite,45.9006
330237,Cassandra,mixed,13.419
8185,Hibernate ORM,polite,18.8686
330231,Cassandra,impolite,12.7471
330234,Cassandra,mixed,360.81
81365,Solr,mixed,922.4198
81360,Solr,impolite,798.6804
81361,Solr,mixed,539.7374
81362,Solr,mixed,52.3796
81363,Solr,mixed,883.9822
330229,Cassandra,impolite,1064.8269
330225,Cassandra,mixed,2535.0645
8196,Hibernate ORM,impolite,34955.2079
330222,Cassandra,mixed,2168.4484
81399,Solr,polite,1103.0553
81395,Solr,impolite,12.2143
81391,Solr,impolite,1.2938
330219,Cassandra,polite,1528.3721
330213,Cassandra,impolite,979.6628
330215,Cassandra,impolite,48.1955
81386,Solr,polite,53.2313
81389,Solr,impolite,1.6911
81382,Solr,polite,3.1406
81384,Solr,impolite,908.4111
81380,Solr,impolite,3111.2063
330327,Cassandra,impolite,72.5507
535476,JRuby (please use github issues at http://bugs.jruby.org),polite,4.7698
330328,Cassandra,mixed,1660.1175
535477,JRuby (please use github issues at http://bugs.jruby.org),polite,1435.0285
295479,Derby,polite,14.7016
330329,Cassandra,polite,84.339
