IssueID,ProjectName,Politeness,FixingTime_(hours)
200234,Hadoop HDFS,mixed,865.439
576991,JBoss Enterprise Application Platform 4 and 5,impolite,354.2361
200233,Hadoop HDFS,polite,0.1393
200236,Hadoop HDFS,mixed,245.1854
576993,JBoss Enterprise Application Platform 4 and 5,mixed,1555.2931
576992,JBoss Enterprise Application Platform 4 and 5,mixed,1007.11
576984,JBoss Enterprise Application Platform 4 and 5,polite,94.96
200240,Hadoop HDFS,polite,4323.441
576983,JBoss Enterprise Application Platform 4 and 5,impolite,2427.1528
576986,JBoss Enterprise Application Platform 4 and 5,polite,2282.4972
200242,Hadoop HDFS,polite,95.6519
576989,JBoss Enterprise Application Platform 4 and 5,mixed,381.8056
179889,Infrastructure,polite,901.3108
179888,Infrastructure,polite,68.1628
190224,Hive,impolite,73.3108
179886,Infrastructure,impolite,221.9159
214875,Harmony,polite,174.9733
179885,Infrastructure,polite,446.9406
214874,Harmony,polite,180.9556
179884,Infrastructure,impolite,2.027
190221,Hive,impolite,270.6473
562352,groovy,polite,5376.8653
190220,Hive,mixed,329.8146
214876,Harmony,polite,3860.7772
562351,groovy,impolite,6397.2362
214892,Harmony,mixed,5226.9022
562353,groovy,impolite,1900.3231
214895,Harmony,impolite,122.5659
214894,Harmony,polite,95.4798
562355,groovy,impolite,5377.1242
180874,Infrastructure,polite,2011.5571
180877,Infrastructure,mixed,0.6848
214891,Harmony,polite,2280.5408
214890,Harmony,mixed,38.1299
562359,groovy,impolite,48619.2441
200248,Hadoop HDFS,impolite,68.667
224214,Hadoop Common,impolite,1.831
200244,Hadoop HDFS,mixed,308.5374
552990,groovy,polite,21.3874
224218,Hadoop Common,impolite,9.4565
200246,Hadoop HDFS,impolite,6144.6967
224217,Hadoop Common,mixed,50.3793
576994,JBoss Enterprise Application Platform 4 and 5,polite,239.6753
552982,groovy,polite,60.3284
200253,Hadoop HDFS,polite,14.9064
576996,JBoss Enterprise Application Platform 4 and 5,polite,340.8569
224223,Hadoop Common,impolite,7.0905
576999,JBoss Enterprise Application Platform 4 and 5,impolite,3592.0861
552987,groovy,polite,614.7602
576998,JBoss Enterprise Application Platform 4 and 5,impolite,2164.7786
224221,Hadoop Common,polite,52.0364
552985,groovy,impolite,855.9629
214889,Harmony,polite,56.1166
214886,Harmony,impolite,1358.341
562361,groovy,polite,46871.6867
214888,Harmony,polite,32.9683
562363,groovy,impolite,19092.5199
562362,groovy,mixed,14503.1567
180882,Infrastructure,polite,10.6471
180881,Infrastructure,polite,141.3703
180884,Infrastructure,polite,98.9509
180883,Infrastructure,impolite,0.0667
190207,Hive,mixed,591.1891
224203,Hadoop Common,polite,1.9951
224209,Hadoop Common,mixed,136.9164
552980,groovy,polite,0.2405
200258,Hadoop HDFS,mixed,311.9476
224207,Hadoop Common,impolite,4.2342
200263,Hadoop HDFS,polite,30.2038
552973,groovy,impolite,117.3931
200262,Hadoop HDFS,mixed,198.9993
200265,Hadoop HDFS,polite,251.4351
200264,Hadoop HDFS,mixed,3.7164
224212,Hadoop Common,polite,6961.4108
552976,groovy,impolite,162.7231
224210,Hadoop Common,polite,482.1807
180889,Infrastructure,polite,10.1406
552978,groovy,impolite,289.2395
214897,Harmony,mixed,112.3025
562373,groovy,impolite,9688.9204
155893,Lucene - Core,mixed,64.0876
179860,Infrastructure,polite,85.0999
155892,Lucene - Core,mixed,135.9185
155895,Lucene - Core,impolite,819.345
180850,Infrastructure,polite,803.3537
180853,Infrastructure,impolite,9572.5077
155896,Lucene - Core,polite,292.6302
155898,Lucene - Core,impolite,26.4672
224236,Hadoop Common,polite,0.1406
200266,Hadoop HDFS,mixed,167.8511
200268,Hadoop HDFS,mixed,120.2127
224239,Hadoop Common,polite,8628.01
200274,Hadoop HDFS,polite,2996.7035
224241,Hadoop Common,impolite,0.1333
200273,Hadoop HDFS,mixed,719.8151
224240,Hadoop Common,polite,12.4521
200275,Hadoop HDFS,polite,44.7734
224244,Hadoop Common,polite,3649.4247
179859,Infrastructure,polite,152.3343
200272,Hadoop HDFS,mixed,1480.3964
224242,Hadoop Common,polite,173.2329
179857,Infrastructure,polite,166.7474
179856,Infrastructure,impolite,0.0382
179854,Infrastructure,mixed,47.903
179853,Infrastructure,mixed,350.2839
179852,Infrastructure,mixed,1363.9059
179851,Infrastructure,polite,4502.7479
179850,Infrastructure,impolite,0.1164
155882,Lucene - Core,mixed,29526.1046
180860,Infrastructure,mixed,8.2443
155886,Lucene - Core,polite,1.0295
180864,Infrastructure,mixed,3071.2197
155885,Lucene - Core,polite,133.5429
180863,Infrastructure,polite,6.6141
155888,Lucene - Core,polite,150.8775
180866,Infrastructure,polite,11.3868
224226,Hadoop Common,polite,69.4096
200277,Hadoop HDFS,polite,72.426
224229,Hadoop Common,mixed,99.0434
200279,Hadoop HDFS,polite,360.7655
224228,Hadoop Common,impolite,298.1795
200285,Hadoop HDFS,mixed,414.0348
224230,Hadoop Common,impolite,100.2451
200284,Hadoop HDFS,mixed,256.251
200287,Hadoop HDFS,mixed,148.504
200286,Hadoop HDFS,mixed,457.8113
200281,Hadoop HDFS,mixed,671.1796
224234,Hadoop Common,mixed,125.331
179849,Infrastructure,impolite,265.1194
200280,Hadoop HDFS,mixed,996.8164
224233,Hadoop Common,polite,125.2998
179848,Infrastructure,impolite,265.0856
200283,Hadoop HDFS,polite,802.9131
224232,Hadoop Common,polite,331.9199
179847,Infrastructure,polite,275.2456
200282,Hadoop HDFS,impolite,681.0686
179846,Infrastructure,mixed,108.2091
179845,Infrastructure,polite,1.9668
180867,Infrastructure,impolite,13.5178
179843,Infrastructure,mixed,498.4539
155891,Lucene - Core,mixed,453.067
179840,Infrastructure,polite,365.8071
155890,Lucene - Core,polite,13.9941
179881,Infrastructure,polite,178.2469
180830,Infrastructure,impolite,29.4212
180833,Infrastructure,polite,1134.3399
224258,Hadoop Common,impolite,58.385
224257,Hadoop Common,mixed,3618.0579
224263,Hadoop Common,mixed,5.9863
576951,JBoss Enterprise Application Platform 4 and 5,impolite,119.8214
576950,JBoss Enterprise Application Platform 4 and 5,polite,744.2061
576953,JBoss Enterprise Application Platform 4 and 5,impolite,94.9844
576952,JBoss Enterprise Application Platform 4 and 5,impolite,366.5028
200292,Hadoop HDFS,impolite,1819.153
576955,JBoss Enterprise Application Platform 4 and 5,polite,503.0786
224266,Hadoop Common,mixed,20.6918
576954,JBoss Enterprise Application Platform 4 and 5,mixed,2500.4344
200294,Hadoop HDFS,polite,42.5847
224265,Hadoop Common,impolite,1.4289
576957,JBoss Enterprise Application Platform 4 and 5,mixed,185.6367
200293,Hadoop HDFS,mixed,862.0132
224264,Hadoop Common,impolite,0.4145
180835,Infrastructure,polite,692.3567
576959,JBoss Enterprise Application Platform 4 and 5,impolite,833.99
576958,JBoss Enterprise Application Platform 4 and 5,mixed,257.3572
180837,Infrastructure,impolite,11.1832
200290,Hadoop HDFS,polite,0.9873
179876,Infrastructure,impolite,0.0966
180836,Infrastructure,polite,55.353
179875,Infrastructure,polite,29.4701
179874,Infrastructure,polite,443.3765
180838,Infrastructure,polite,117.6916
179873,Infrastructure,polite,10.2059
180840,Infrastructure,polite,192.2623
180841,Infrastructure,impolite,1170.827
224249,Hadoop Common,mixed,8533.2959
224246,Hadoop Common,impolite,123.4091
611799,GeoServer,polite,342.6359
576970,JBoss Enterprise Application Platform 4 and 5,impolite,0.3114
224252,Hadoop Common,impolite,156.0809
576961,JBoss Enterprise Application Platform 4 and 5,mixed,367.5278
576963,JBoss Enterprise Application Platform 4 and 5,impolite,1.8256
224256,Hadoop Common,mixed,258.7299
576966,JBoss Enterprise Application Platform 4 and 5,mixed,2593.1853
576965,JBoss Enterprise Application Platform 4 and 5,mixed,857.6453
224254,Hadoop Common,mixed,50.1288
576968,JBoss Enterprise Application Platform 4 and 5,mixed,1120.5075
224253,Hadoop Common,impolite,167.7095
576967,JBoss Enterprise Application Platform 4 and 5,polite,290.4922
180846,Infrastructure,polite,24.6933
179867,Infrastructure,impolite,1092.7833
180845,Infrastructure,mixed,19.5291
179866,Infrastructure,mixed,2749.2977
180847,Infrastructure,polite,803.2386
180849,Infrastructure,polite,5.4692
179862,Infrastructure,polite,4451.9485
179861,Infrastructure,polite,0.1413
527849,JRuby (please use github issues at http://bugs.jruby.org),mixed,210.6126
527848,JRuby (please use github issues at http://bugs.jruby.org),polite,607.0938
224279,Hadoop Common,impolite,335.5562
190174,Hive,polite,17.2983
190171,Hive,mixed,296.4929
224287,Hadoop Common,mixed,770.7803
190179,Hive,mixed,33.3748
224281,Hadoop Common,impolite,601.8229
224280,Hadoop Common,mixed,2137.9784
224269,Hadoop Common,mixed,167.1863
224268,Hadoop Common,mixed,29.1632
224274,Hadoop Common,impolite,87.9031
224273,Hadoop Common,impolite,1162.0183
224272,Hadoop Common,polite,0.4771
224271,Hadoop Common,impolite,1.0039
190182,Hive,impolite,351.3527
224278,Hadoop Common,polite,5957.7087
224277,Hadoop Common,polite,3725.2798
224275,Hadoop Common,polite,182.6207
10300,Hibernate ORM,impolite,3320.0198
190188,Hive,impolite,159.5201
527826,JRuby (please use github issues at http://bugs.jruby.org),polite,98.8498
527825,JRuby (please use github issues at http://bugs.jruby.org),polite,96.1497
527828,JRuby (please use github issues at http://bugs.jruby.org),impolite,12.47
527830,JRuby (please use github issues at http://bugs.jruby.org),impolite,845.4601
190151,Hive,impolite,39.9586
190150,Hive,impolite,253.648
527833,JRuby (please use github issues at http://bugs.jruby.org),polite,23.5973
190157,Hive,impolite,166.0833
297209,Derby,polite,21.4764
297206,Derby,mixed,209.8125
297204,Derby,polite,2561.8161
527837,JRuby (please use github issues at http://bugs.jruby.org),impolite,974.7699
297203,Derby,polite,1989.9639
527836,JRuby (please use github issues at http://bugs.jruby.org),polite,63.3133
297202,Derby,impolite,1990.0339
297201,Derby,polite,2060.2725
224296,Hadoop Common,impolite,0.9372
527840,JRuby (please use github issues at http://bugs.jruby.org),mixed,139.9778
190161,Hive,impolite,112.1559
190160,Hive,impolite,265.0725
527845,JRuby (please use github issues at http://bugs.jruby.org),polite,12.9455
224299,Hadoop Common,impolite,58.3004
576800,JBoss Enterprise Application Platform 4 and 5,impolite,464.9625
576803,JBoss Enterprise Application Platform 4 and 5,impolite,2586.9717
224297,Hadoop Common,mixed,118.3445
527842,JRuby (please use github issues at http://bugs.jruby.org),polite,358.5386
576802,JBoss Enterprise Application Platform 4 and 5,impolite,760.9661
576805,JBoss Enterprise Application Platform 4 and 5,mixed,169.0592
576807,JBoss Enterprise Application Platform 4 and 5,polite,32121.1053
224292,Hadoop Common,mixed,167.1575
576809,JBoss Enterprise Application Platform 4 and 5,polite,1202.3039
224291,Hadoop Common,mixed,169.458
576808,JBoss Enterprise Application Platform 4 and 5,impolite,1698.5136
224290,Hadoop Common,mixed,285.6043
190165,Hive,mixed,414.314
537212,JRuby (please use github issues at http://bugs.jruby.org),polite,216.0372
537217,JRuby (please use github issues at http://bugs.jruby.org),polite,1415.5301
537216,JRuby (please use github issues at http://bugs.jruby.org),polite,64.8238
190131,Hive,impolite,160.2227
190139,Hive,impolite,146.9458
537208,JRuby (please use github issues at http://bugs.jruby.org),polite,34.6389
190138,Hive,mixed,210.9029
537222,JRuby (please use github issues at http://bugs.jruby.org),polite,147.0835
537221,JRuby (please use github issues at http://bugs.jruby.org),mixed,8094.0238
537224,JRuby (please use github issues at http://bugs.jruby.org),polite,18.9449
537228,JRuby (please use github issues at http://bugs.jruby.org),impolite,915.0035
537227,JRuby (please use github issues at http://bugs.jruby.org),impolite,132.3599
537220,JRuby (please use github issues at http://bugs.jruby.org),mixed,8096.1946
190142,Hive,mixed,191.0525
190140,Hive,impolite,355.2321
537219,JRuby (please use github issues at http://bugs.jruby.org),polite,8123.8749
537218,JRuby (please use github issues at http://bugs.jruby.org),impolite,8282.6953
190144,Hive,impolite,51.7572
190143,Hive,impolite,20.0706
180794,Infrastructure,impolite,0.1505
180796,Infrastructure,mixed,508.0048
180795,Infrastructure,impolite,107.7841
190119,Hive,mixed,25.2061
180799,Infrastructure,impolite,917.7997
180790,Infrastructure,polite,46.3613
180792,Infrastructure,impolite,12.1898
180791,Infrastructure,mixed,92.5574
190116,Hive,impolite,70.118
190128,Hive,impolite,187.9377
190125,Hive,mixed,47.3299
190124,Hive,impolite,19.6114
190122,Hive,mixed,40.6419
190121,Hive,mixed,56.9973
10372,Hibernate ORM,impolite,1575.5953
10371,Hibernate ORM,mixed,1527.3168
611706,GeoServer,impolite,32577.9883
611705,GeoServer,mixed,20974.7776
297258,Derby,polite,2469.3558
611704,GeoServer,polite,41878.5597
297257,Derby,mixed,2958.4261
297255,Derby,polite,3000.5164
611700,GeoServer,polite,3507.3925
297253,Derby,polite,3651.6114
297262,Derby,mixed,3147.3461
297261,Derby,polite,2145.4553
10373,Hibernate ORM,impolite,12.9715
10375,Hibernate ORM,polite,40.7183
10380,Hibernate ORM,impolite,5541.9203
10383,Hibernate ORM,mixed,2304.093
297269,Derby,impolite,0.0631
297268,Derby,mixed,4274.3672
297264,Derby,impolite,678.1631
297273,Derby,impolite,0.5156
297272,Derby,impolite,0.4764
297271,Derby,impolite,0.2308
297270,Derby,impolite,979.0786
10384,Hibernate ORM,impolite,51728.0479
10389,Hibernate ORM,impolite,24.0041
297279,Derby,impolite,1952.5742
297278,Derby,mixed,2060.8025
297277,Derby,mixed,13705.5919
297285,Derby,mixed,2074.1894
297283,Derby,polite,625.9583
297282,Derby,polite,2154.0461
297281,Derby,mixed,4.3867
10356,Hibernate ORM,impolite,28.2787
297289,Derby,mixed,14949.0221
297288,Derby,mixed,390.0283
297286,Derby,polite,162.6844
297296,Derby,polite,2465.0033
297295,Derby,mixed,1453.2225
297294,Derby,polite,140.8122
297293,Derby,impolite,11444.9433
297292,Derby,polite,7519.3517
297290,Derby,impolite,1251.5942
10362,Hibernate ORM,impolite,1539.0956
10367,Hibernate ORM,impolite,3643.6443
10366,Hibernate ORM,impolite,2722.9557
10368,Hibernate ORM,impolite,11.7617
297219,Derby,mixed,432.4769
297217,Derby,polite,39055.576
297215,Derby,mixed,11212.6228
527803,JRuby (please use github issues at http://bugs.jruby.org),mixed,46.4847
297213,Derby,polite,93.1631
527802,JRuby (please use github issues at http://bugs.jruby.org),polite,160.196
297212,Derby,polite,3238.6833
527808,JRuby (please use github issues at http://bugs.jruby.org),impolite,2786.3174
297210,Derby,polite,3953.1356
10339,Hibernate ORM,mixed,58108.8822
527811,JRuby (please use github issues at http://bugs.jruby.org),mixed,9506.4591
527810,JRuby (please use github issues at http://bugs.jruby.org),impolite,1.3884
10330,Hibernate ORM,polite,13013.381
10331,Hibernate ORM,mixed,129.3712
10334,Hibernate ORM,polite,32361.2991
10335,Hibernate ORM,polite,36440.5961
297228,Derby,polite,2038.5492
297227,Derby,polite,559.2333
527816,JRuby (please use github issues at http://bugs.jruby.org),impolite,0.0598
297225,Derby,polite,15758.01
527814,JRuby (please use github issues at http://bugs.jruby.org),mixed,4.3539
297224,Derby,mixed,24606.1611
527813,JRuby (please use github issues at http://bugs.jruby.org),impolite,8.1221
297222,Derby,polite,85.4356
527819,JRuby (please use github issues at http://bugs.jruby.org),polite,40.2252
297221,Derby,mixed,7675.7217
527818,JRuby (please use github issues at http://bugs.jruby.org),polite,602.7466
527817,JRuby (please use github issues at http://bugs.jruby.org),polite,8.7437
10349,Hibernate ORM,polite,449.6891
297230,Derby,impolite,10542.6997
527823,JRuby (please use github issues at http://bugs.jruby.org),impolite,85.8007
10341,Hibernate ORM,mixed,5163.867
10340,Hibernate ORM,mixed,10765.2765
10345,Hibernate ORM,polite,5744.8192
10344,Hibernate ORM,mixed,2592.8988
10346,Hibernate ORM,impolite,48981.0303
297238,Derby,mixed,55262.4301
297237,Derby,polite,24668.8226
297236,Derby,mixed,699.8139
297235,Derby,mixed,189.7717
297234,Derby,polite,36469.5864
297233,Derby,mixed,335.3219
332098,Cassandra,impolite,68.3551
190195,Hive,impolite,49.4464
332099,Cassandra,impolite,1917.4486
190193,Hive,polite,11.2163
190192,Hive,impolite,51.2273
332093,Cassandra,impolite,11.5143
190191,Hive,impolite,28.1663
332096,Cassandra,impolite,2517.2597
332095,Cassandra,mixed,5109.1487
332090,Cassandra,impolite,4895.5591
332091,Cassandra,polite,1566.2547
10312,Hibernate ORM,impolite,13179.1529
10314,Hibernate ORM,impolite,35710.3762
190198,Hive,impolite,198.5162
297249,Derby,polite,637.1439
297248,Derby,polite,271.4722
297247,Derby,polite,15208.6443
297246,Derby,polite,38008.569
297245,Derby,polite,7209.605
297243,Derby,polite,360.1364
297242,Derby,mixed,198.0928
10326,Hibernate ORM,impolite,2829.96
297250,Derby,impolite,10669.2319
332089,Cassandra,mixed,332.632
527801,JRuby (please use github issues at http://bugs.jruby.org),impolite,245.4998
332082,Cassandra,impolite,1844.5152
527800,JRuby (please use github issues at http://bugs.jruby.org),polite,193.5897
332085,Cassandra,impolite,9394.9933
332084,Cassandra,polite,10438.4447
10324,Hibernate ORM,polite,4052.5151
155730,Lucene - Core,polite,4.7295
155732,Lucene - Core,polite,4254.2106
155731,Lucene - Core,mixed,20045.7247
155734,Lucene - Core,polite,95.9628
155733,Lucene - Core,mixed,8168.8573
155736,Lucene - Core,polite,7.4171
155735,Lucene - Core,mixed,28.7088
155737,Lucene - Core,polite,984.9248
83239,Solr,mixed,18831.2308
214909,Harmony,polite,147.3819
83238,Solr,mixed,240.6444
332196,Cassandra,mixed,1752.881
83235,Solr,impolite,80.6565
214904,Harmony,mixed,470.7072
332192,Cassandra,impolite,1009.7661
214901,Harmony,polite,142.5237
332191,Cassandra,impolite,2347.2223
214902,Harmony,mixed,22.7177
332190,Cassandra,polite,1002.7238
155721,Lucene - Core,mixed,7477.0954
155720,Lucene - Core,impolite,4.4309
155723,Lucene - Core,impolite,31.7184
155725,Lucene - Core,mixed,2726.3868
155724,Lucene - Core,mixed,17497.4597
155727,Lucene - Core,mixed,61.7723
155728,Lucene - Core,mixed,84.5358
83227,Solr,polite,2174.0912
332185,Cassandra,impolite,5.5359
332187,Cassandra,mixed,5395.7747
83224,Solr,impolite,2546.138
83226,Solr,mixed,16930.9474
83225,Solr,mixed,13295.8547
214917,Harmony,impolite,2.4557
83220,Solr,mixed,2263.4715
180703,Infrastructure,impolite,5564.4232
214911,Harmony,polite,213.9812
83222,Solr,mixed,1418.5441
180705,Infrastructure,polite,3443.2787
332180,Cassandra,impolite,5453.6233
180704,Infrastructure,mixed,817.6611
180709,Infrastructure,mixed,531.3806
180708,Infrastructure,impolite,59.4184
155751,Lucene - Core,polite,191.8504
155753,Lucene - Core,mixed,8000.5021
155756,Lucene - Core,mixed,166.4002
155755,Lucene - Core,polite,7203.5957
155757,Lucene - Core,mixed,212.2472
611647,GeoServer,mixed,276.8424
332167,Cassandra,impolite,121.4074
611646,GeoServer,impolite,2823.182
611645,GeoServer,polite,294.7999
332177,Cassandra,impolite,2343.746
179719,Infrastructure,polite,634.9702
332171,Cassandra,polite,27.6654
83256,Solr,mixed,13191.7748
179716,Infrastructure,impolite,0.0425
83253,Solr,polite,2991.1575
179713,Infrastructure,polite,1114.1876
214922,Harmony,polite,13.726
83255,Solr,mixed,61.045
214925,Harmony,impolite,145.3139
83254,Solr,polite,736.2982
179711,Infrastructure,impolite,168.7424
83251,Solr,mixed,2972.4535
155741,Lucene - Core,mixed,70.9494
155740,Lucene - Core,polite,3136.8608
155743,Lucene - Core,mixed,40.1965
155742,Lucene - Core,polite,33.0246
155747,Lucene - Core,polite,4347.0227
155746,Lucene - Core,polite,2.2299
155749,Lucene - Core,mixed,88.4217
611638,GeoServer,impolite,1175.46
155748,Lucene - Core,polite,122.7524
332157,Cassandra,mixed,2250.5866
611636,GeoServer,polite,726.1617
332156,Cassandra,impolite,32.7117
332159,Cassandra,mixed,3982.1104
611634,GeoServer,impolite,30231.393
332158,Cassandra,polite,4511.1932
611633,GeoServer,polite,505.3114
611643,GeoServer,polite,42382.4596
83249,Solr,impolite,4.5459
179708,Infrastructure,impolite,342.3593
83246,Solr,mixed,9787.6964
214938,Harmony,polite,563.5567
179706,Infrastructure,polite,1.1746
214937,Harmony,mixed,583.4558
179705,Infrastructure,mixed,3627.7712
83247,Solr,polite,153.4416
214939,Harmony,polite,103.6418
332161,Cassandra,mixed,12053.5072
179703,Infrastructure,polite,222.1359
83241,Solr,polite,468.8372
179702,Infrastructure,polite,1317.3998
83244,Solr,polite,5953.5498
83243,Solr,impolite,6063.884
214930,Harmony,polite,232.9364
200308,Hadoop HDFS,mixed,832.9265
200307,Hadoop HDFS,mixed,990.5089
200303,Hadoop HDFS,mixed,17578.0826
200306,Hadoop HDFS,mixed,889.8628
332146,Cassandra,polite,851.8036
297299,Derby,polite,2689.3231
332145,Cassandra,mixed,1921.1523
611623,GeoServer,polite,41654.0844
200301,Hadoop HDFS,polite,342.156
297297,Derby,impolite,2194.9661
611622,GeoServer,impolite,20614.7639
611632,GeoServer,polite,2718.133
332155,Cassandra,mixed,848.8904
611630,GeoServer,impolite,35686.0589
214948,Harmony,polite,389.0193
332150,Cassandra,impolite,0.0945
83275,Solr,polite,11941.3812
214944,Harmony,mixed,22.9841
562260,groovy,polite,58057.2954
214946,Harmony,impolite,1.2711
83271,Solr,polite,36.636
214941,Harmony,impolite,714.0022
214940,Harmony,polite,180.1676
562261,groovy,polite,21050.5647
214943,Harmony,mixed,5786.7887
83272,Solr,polite,325.2671
214942,Harmony,mixed,15.1678
562266,groovy,impolite,9101.4219
562267,groovy,impolite,18268.8274
200318,Hadoop HDFS,mixed,90.3001
200315,Hadoop HDFS,impolite,43.4064
611618,GeoServer,mixed,60.2077
332138,Cassandra,polite,13071.5163
200316,Hadoop HDFS,polite,92.8736
332135,Cassandra,impolite,1971.2558
611614,GeoServer,impolite,4497.2834
332134,Cassandra,impolite,0.4081
611613,GeoServer,polite,468.9852
611621,GeoServer,polite,9663.2426
332141,Cassandra,polite,227.761
332144,Cassandra,impolite,5779.2331
83268,Solr,polite,123.318
83267,Solr,mixed,5931.0044
214959,Harmony,mixed,2157.2335
332140,Cassandra,impolite,23.7669
83269,Solr,polite,6.0585
83264,Solr,mixed,3913.5943
562271,groovy,impolite,23.3352
83265,Solr,impolite,16671.2268
214957,Harmony,impolite,4681.5375
562270,groovy,impolite,5909.9916
562273,groovy,mixed,21.8728
562272,groovy,impolite,18619.7274
83262,Solr,mixed,17.682
562274,groovy,impolite,0.0061
214970,Harmony,impolite,46.5597
562278,groovy,mixed,14757.7107
10273,Hibernate ORM,impolite,0.086
155712,Lucene - Core,mixed,8566.7147
155711,Lucene - Core,mixed,109.2664
155714,Lucene - Core,polite,3.1792
200326,Hadoop HDFS,mixed,2712.543
611607,GeoServer,polite,769.6637
155713,Lucene - Core,polite,9885.8988
200325,Hadoop HDFS,impolite,143.614
332127,Cassandra,mixed,769.4593
155716,Lucene - Core,mixed,4222.8987
611605,GeoServer,polite,168.1081
200327,Hadoop HDFS,mixed,4207.1703
200322,Hadoop HDFS,impolite,13.7852
332124,Cassandra,mixed,271.2665
155717,Lucene - Core,impolite,2.1356
200321,Hadoop HDFS,mixed,1850.3094
332123,Cassandra,polite,315.4383
200324,Hadoop HDFS,impolite,144.8056
332126,Cassandra,impolite,2667.2097
611601,GeoServer,mixed,78.7863
611600,GeoServer,polite,3.8497
332131,Cassandra,mixed,163.9214
200331,Hadoop HDFS,mixed,1031.924
332133,Cassandra,mixed,12065.473
200330,Hadoop HDFS,mixed,2882.9176
332132,Cassandra,impolite,592.9792
562280,groovy,impolite,7915.2764
214969,Harmony,impolite,119.0582
10276,Hibernate ORM,impolite,0.2105
562281,groovy,impolite,64.2188
10278,Hibernate ORM,impolite,1732.3865
83292,Solr,polite,2354.8558
214965,Harmony,impolite,150.611
562286,groovy,impolite,0.0327
214964,Harmony,polite,1812.3616
214980,Harmony,polite,2.0862
83280,Solr,polite,71.2856
214982,Harmony,polite,21.026
562289,groovy,impolite,21581.4441
10281,Hibernate ORM,polite,5216.7432
10283,Hibernate ORM,impolite,2575.0023
155703,Lucene - Core,mixed,8516.773
155702,Lucene - Core,mixed,8516.2791
200336,Hadoop HDFS,mixed,276.6742
155705,Lucene - Core,mixed,81.2851
155704,Lucene - Core,polite,609.8585
200338,Hadoop HDFS,polite,8532.0829
155707,Lucene - Core,mixed,20.3242
332113,Cassandra,impolite,789.6711
332112,Cassandra,impolite,1675.03
155709,Lucene - Core,polite,4698.6387
200335,Hadoop HDFS,impolite,0.1374
155708,Lucene - Core,impolite,24141.1649
200334,Hadoop HDFS,impolite,18.7654
200340,Hadoop HDFS,impolite,39.0584
200342,Hadoop HDFS,impolite,357.7985
200341,Hadoop HDFS,mixed,5014.0063
83289,Solr,impolite,10.396
214978,Harmony,impolite,27.8504
562291,groovy,polite,328.0998
83288,Solr,polite,183.5195
562293,groovy,impolite,9119.6508
83287,Solr,impolite,803.0485
214974,Harmony,impolite,329.7326
562294,groovy,impolite,19186.7092
214975,Harmony,impolite,329.7894
179783,Infrastructure,impolite,501.7901
214992,Harmony,impolite,30.8396
179782,Infrastructure,polite,68.718
179781,Infrastructure,impolite,2.2525
180774,Infrastructure,mixed,292.8934
214994,Harmony,polite,2.6616
179780,Infrastructure,impolite,0.034
180773,Infrastructure,mixed,2644.472
214993,Harmony,mixed,4.435
180776,Infrastructure,mixed,416.8377
180775,Infrastructure,mixed,572.7254
180778,Infrastructure,impolite,15.5153
214990,Harmony,polite,2494.9799
200348,Hadoop HDFS,mixed,2.2001
224315,Hadoop Common,polite,283.0341
332106,Cassandra,mixed,7486.9956
200347,Hadoop HDFS,impolite,47.3501
332105,Cassandra,mixed,3141.3084
200349,Hadoop HDFS,polite,2712.0554
224312,Hadoop Common,mixed,604.9597
200344,Hadoop HDFS,polite,10244.959
200343,Hadoop HDFS,polite,668.4395
552891,groovy,polite,3358.4788
332104,Cassandra,polite,14613.2156
200345,Hadoop HDFS,mixed,159.5988
332103,Cassandra,polite,115.6009
200351,Hadoop HDFS,mixed,1090.3253
200350,Hadoop HDFS,impolite,2904.0928
200352,Hadoop HDFS,polite,234.6764
224322,Hadoop Common,mixed,751.9908
552889,groovy,mixed,2582.688
552886,groovy,impolite,1509.9592
179779,Infrastructure,polite,324.3859
180779,Infrastructure,polite,119.7907
179778,Infrastructure,polite,742.1584
179776,Infrastructure,polite,977.0493
214985,Harmony,polite,33.4199
214987,Harmony,polite,17.0517
214986,Harmony,mixed,1198.8105
179771,Infrastructure,polite,24.7962
179770,Infrastructure,mixed,604.5372
180784,Infrastructure,impolite,32.7207
224309,Hadoop Common,mixed,599.4443
180787,Infrastructure,polite,112.9843
180788,Infrastructure,polite,9.3794
224304,Hadoop Common,impolite,1135.7113
200358,Hadoop HDFS,impolite,1.179
224303,Hadoop Common,mixed,170.4166
224302,Hadoop Common,impolite,133.5212
224301,Hadoop Common,mixed,35.6477
200354,Hadoop HDFS,mixed,25.8988
224307,Hadoop Common,polite,109.1089
180781,Infrastructure,polite,346.5906
200357,Hadoop HDFS,impolite,1.4123
224306,Hadoop Common,mixed,172.577
200356,Hadoop HDFS,impolite,0.8927
224305,Hadoop Common,impolite,104.4144
200362,Hadoop HDFS,impolite,2503.4913
200361,Hadoop HDFS,polite,1275.1148
200364,Hadoop HDFS,polite,328.3164
332100,Cassandra,impolite,753.3368
200363,Hadoop HDFS,mixed,3257.1312
224311,Hadoop Common,mixed,75.0243
224310,Hadoop Common,impolite,7.4602
179769,Infrastructure,polite,282.0241
179766,Infrastructure,polite,0.6474
190102,Hive,impolite,49.4797
179764,Infrastructure,polite,2.8438
214995,Harmony,polite,1877.0771
179763,Infrastructure,polite,286.3505
214998,Harmony,mixed,61.5807
179762,Infrastructure,mixed,804.8833
180750,Infrastructure,mixed,0.0481
