Project,Period,Magnet,Sticky,Politeness,Tot_Comment
WICKET,2006-11,0.42857142857142855,0.6818181818181818,0.37681159420289856,69
WICKET,2006-12,0.22916666666666666,0.46153846153846156,0.4489795918367347,49
WICKET,2007-01,0.15555555555555556,0.47368421052631576,0.5660377358490566,53
WICKET,2007-02,0.3170731707317073,0.5454545454545454,0.6666666666666666,33
WICKET,2007-03,0.4603174603174603,0.34146341463414637,0.5866666666666667,75
WICKET,2007-04,0.2857142857142857,0.5,0.5679012345679012,81
WICKET,2007-05,0.31645569620253167,0.5116279069767442,0.5873015873015873,63
WICKET,2007-06,0.2777777777777778,0.5106382978723404,0.6263736263736264,91
WICKET,2007-07,0.2828282828282828,0.34615384615384615,0.6666666666666666,60
WICKET,2007-08,0.2708333333333333,0.4318181818181818,0.6699029126213593,103
WICKET,2007-09,0.35051546391752575,0.4716981132075472,0.6521739130434783,92
WICKET,2007-10,0.22,0.40425531914893614,0.8034188034188035,117
WICKET,2007-11,0.32653061224489793,0.37254901960784315,0.5714285714285714,70
WICKET,2007-12,0.2391304347826087,0.3170731707317073,0.625,56
WICKET,2008-01,0.4065934065934066,0.28,0.9117647058823529,34
WICKET,2008-02,0.3118279569892473,0.3953488372093023,0.7380952380952381,42
WICKET,2008-03,0.3617021276595745,0.39215686274509803,0.6031746031746031,63
WICKET,2008-04,0.2604166666666667,0.4666666666666667,0.5932203389830508,59
WICKET,2008-05,0.4,0.2153846153846154,0.5909090909090909,66
WICKET,2008-06,0.2403846153846154,0.23076923076923078,0.6551724137931034,29
WICKET,2008-07,0.3333333333333333,0.21212121212121213,0.7017543859649122,57
WICKET,2008-08,0.3333333333333333,0.37037037037037035,0.6,35
WICKET,2008-09,0.4788732394366197,0.3181818181818182,0.5434782608695652,46
WICKET,2008-10,0.2564102564102564,0.4411764705882353,0.5208333333333334,48
WICKET,2008-11,0.3875,0.3695652173913043,0.7096774193548387,31
WICKET,2008-12,0.26744186046511625,0.325,0.5116279069767442,43
WICKET,2009-01,0.3614457831325301,0.37209302325581395,0.4897959183673469,49
WICKET,2009-02,0.3979591836734694,0.23636363636363636,0.6111111111111112,54
WICKET,2009-03,0.33980582524271846,0.1875,0.6326530612244898,49
WICKET,2009-04,0.3804347826086957,0.20454545454545456,0.7045454545454546,44
WICKET,2009-05,0.39080459770114945,0.3488372093023256,0.48,25
WICKET,2009-06,0.32558139534883723,0.20930232558139536,0.68,25
WICKET,2009-07,0.3246753246753247,0.35294117647058826,0.6923076923076923,26
WICKET,2009-08,0.3333333333333333,0.2,0.6842105263157895,19
WICKET,2009-09,0.38235294117647056,0.2727272727272727,0.7142857142857143,35
WICKET,2009-10,0.48148148148148145,0.1875,0.5714285714285714,42
WICKET,2009-11,0.2875,0.34375,0.391304347826087,23
WICKET,2009-12,0.37681159420289856,0.3783783783783784,0.4444444444444444,36
WICKET,2010-01,0.32894736842105265,0.3076923076923077,0.6071428571428571,56
WICKET,2010-02,0.4069767441860465,0.2553191489361702,0.5952380952380952,42
WICKET,2010-03,0.40404040404040403,0.15384615384615385,0.5757575757575758,33
WICKET,2010-04,0.23076923076923078,0.38461538461538464,0.6470588235294118,17
WICKET,2010-05,0.4098360655737705,0.17142857142857143,0.5172413793103449,29
WICKET,2010-06,0.31666666666666665,0.32,0.5714285714285714,14
WICKET,2010-07,0.42105263157894735,0.5,0.6470588235294118,34
WICKET,2010-08,0.3424657534246575,0.2926829268292683,0.5176470588235295,85
WICKET,2010-09,0.3116883116883117,0.3611111111111111,0.42105263157894735,57
WICKET,2010-10,0.4024390243902439,0.2608695652173913,0.6956521739130435,69
WICKET,2010-11,0.3829787234042553,0.2916666666666667,0.631578947368421,57
WICKET,2010-12,0.3111111111111111,0.40476190476190477,0.7349397590361446,83
WICKET,2011-01,0.2976190476190476,0.38095238095238093,0.6875,64
WICKET,2011-02,0.3695652173913043,0.34,0.5396825396825397,63
WICKET,2011-03,0.37962962962962965,0.27586206896551724,0.5866666666666667,75
WICKET,2011-04,0.22916666666666666,0.3157894736842105,0.5384615384615384,52
WICKET,2011-05,0.38271604938271603,0.5348837209302325,0.6506024096385542,83
WICKET,2011-06,0.2978723404255319,0.4117647058823529,0.6788990825688074,109
WICKET,2011-07,0.25,0.37777777777777777,0.5949367088607594,79
WICKET,2011-08,0.31868131868131866,0.3695652173913043,0.6741573033707865,89
WICKET,2011-09,0.36363636363636365,0.39622641509433965,0.6375,80
WICKET,2011-10,0.3018867924528302,0.3018867924528302,0.6976744186046512,86
WICKET,2011-11,0.3893805309734513,0.26666666666666666,0.6419753086419753,81
WICKET,2011-12,0.2549019607843137,0.3333333333333333,0.6607142857142857,56
WICKET,2012-01,0.3,0.3157894736842105,0.6415094339622641,53
WICKET,2012-02,0.42528735632183906,0.20408163265306123,0.4642857142857143,56
WICKET,2012-03,0.2716049382716049,0.3125,0.5084745762711864,59
WICKET,2012-04,0.391304347826087,0.3783783783783784,0.5964912280701754,57
WICKET,2012-05,0.35443037974683544,0.35714285714285715,0.6666666666666666,39
WICKET,2012-06,0.2597402597402597,0.2857142857142857,0.7,40
WICKET,2012-07,0.3076923076923077,0.36666666666666664,0.6829268292682927,41
WICKET,2012-08,0.32786885245901637,0.25806451612903225,0.8048780487804879,41
WICKET,2012-09,0.4264705882352941,0.35135135135135137,0.6382978723404256,47
WICKET,2012-10,0.3333333333333333,0.2631578947368421,0.6346153846153846,52
WICKET,2012-11,0.3924050632911392,0.24390243902439024,0.6666666666666666,57
WICKET,2012-12,0.2916666666666667,0.2903225806451613,0.5555555555555556,27
WICKET,2013-01,0.3939393939393939,0.4,0.7450980392156863,51
WICKET,2013-02,0.30985915492957744,0.2222222222222222,0.6410256410256411,39
WICKET,2013-03,0.37142857142857144,0.2647058823529412,0.6097560975609756,41
WICKET,2013-04,0.3064516129032258,0.25,0.7547169811320755,53
WICKET,2013-05,0.36363636363636365,0.37037037037037035,0.4791666666666667,48
WICKET,2013-06,0.4032258064516129,0.3142857142857143,0.7076923076923077,65
WICKET,2013-07,0.2459016393442623,0.4230769230769231,0.65,40
WICKET,2013-08,0.3148148148148148,0.35714285714285715,0.6190476190476191,21
WICKET,2013-09,0.2830188679245283,0.52,0.625,40
WICKET,2013-10,0.20833333333333334,0.34782608695652173,0.48717948717948717,39
WICKET,2013-11,0.38,0.2962962962962963,0.7333333333333333,45
WICKET,2013-12,0.125,0.0,0.2857142857142857,7
