Project,Period,Magnet,Sticky,Politeness,Tot_Comment
DERBY,2004-10,0.4117647058823529,0.4,0.3333333333333333,6
DERBY,2004-11,0.44,0.6,0.4166666666666667,12
DERBY,2004-12,0.38461538461538464,0.5416666666666666,0.7727272727272727,22
DERBY,2005-01,0.11904761904761904,0.4444444444444444,0.5454545454545454,11
DERBY,2005-02,0.21212121212121213,0.6,0.46153846153846156,13
DERBY,2005-03,0.3684210526315789,0.5652173913043478,0.5238095238095238,21
DERBY,2005-04,0.23404255319148937,0.7916666666666666,0.6666666666666666,9
DERBY,2005-05,0.24561403508771928,0.696969696969697,0.7384615384615385,65
DERBY,2005-06,0.24324324324324326,0.5609756097560976,0.6875,176
DERBY,2005-07,0.09859154929577464,0.7333333333333333,0.8428571428571429,70
DERBY,2005-08,0.2,0.6,0.7457627118644068,59
DERBY,2005-09,0.16417910447761194,0.71875,0.7096774193548387,62
DERBY,2005-10,0.21428571428571427,0.6842105263157895,0.7634408602150538,93
DERBY,2005-11,0.13513513513513514,0.6666666666666666,0.7906976744186046,86
DERBY,2005-12,0.15492957746478872,0.6857142857142857,0.6666666666666666,78
DERBY,2006-01,0.24358974358974358,0.7674418604651163,0.7777777777777778,171
DERBY,2006-02,0.12643678160919541,0.7727272727272727,0.78839590443686,293
DERBY,2006-03,0.1702127659574468,0.72,0.8828571428571429,350
DERBY,2006-04,0.07526881720430108,0.8372093023255814,0.7754237288135594,236
DERBY,2006-05,0.13186813186813187,0.7708333333333334,0.7450980392156863,204
DERBY,2006-06,0.10526315789473684,0.7446808510638298,0.819047619047619,210
DERBY,2006-07,0.18811881188118812,0.7592592592592593,0.7762039660056658,353
DERBY,2006-08,0.1592920353982301,0.6271186440677966,0.8502994011976048,501
DERBY,2006-09,0.11926605504587157,0.7,0.8232044198895028,362
DERBY,2006-10,0.1326530612244898,0.7083333333333334,0.7512953367875648,193
DERBY,2006-11,0.08888888888888889,0.7619047619047619,0.7638888888888888,216
DERBY,2006-12,0.16853932584269662,0.6595744680851063,0.7976878612716763,173
DERBY,2007-01,0.12359550561797752,0.7380952380952381,0.8571428571428571,224
DERBY,2007-02,0.1411764705882353,0.7674418604651163,0.8464285714285714,280
DERBY,2007-03,0.2,0.6346153846153846,0.8337129840546698,439
DERBY,2007-04,0.09574468085106383,0.7857142857142857,0.8031496062992126,254
DERBY,2007-05,0.14772727272727273,0.6956521739130435,0.7966101694915254,354
DERBY,2007-06,0.1958762886597938,0.6078431372549019,0.7837078651685393,356
DERBY,2007-07,0.14583333333333334,0.6666666666666666,0.7136150234741784,213
DERBY,2007-08,0.17582417582417584,0.5869565217391305,0.746268656716418,134
DERBY,2007-09,0.0875,0.8235294117647058,0.6666666666666666,198
DERBY,2007-10,0.21518987341772153,0.7111111111111111,0.8303249097472925,277
DERBY,2007-11,0.1348314606741573,0.5909090909090909,0.805668016194332,247
DERBY,2007-12,0.14634146341463414,0.7105263157894737,0.8205128205128205,156
DERBY,2008-01,0.23529411764705882,0.7659574468085106,0.8518518518518519,351
DERBY,2008-02,0.2169811320754717,0.559322033898305,0.8475336322869955,446
DERBY,2008-03,0.0891089108910891,0.6666666666666666,0.8018867924528302,318
DERBY,2008-04,0.2391304347826087,0.5,0.8220338983050848,236
DERBY,2008-05,0.11764705882352941,0.6571428571428571,0.8956043956043956,182
DERBY,2008-06,0.15942028985507245,0.5588235294117647,0.8571428571428571,189
DERBY,2008-07,0.2318840579710145,0.45714285714285713,0.8709677419354839,186
DERBY,2008-08,0.16393442622950818,0.5384615384615384,0.8561643835616438,146
DERBY,2008-09,0.16666666666666666,0.5454545454545454,0.9102564102564102,78
DERBY,2008-10,0.32,0.5357142857142857,0.8592592592592593,135
DERBY,2008-11,0.2711864406779661,0.3870967741935484,0.803030303030303,132
DERBY,2008-12,0.14,0.7368421052631579,0.8947368421052632,114
DERBY,2009-01,0.2978723404255319,0.4642857142857143,0.8321678321678322,143
DERBY,2009-02,0.18,0.5909090909090909,0.8571428571428571,105
DERBY,2009-03,0.35185185185185186,0.5,0.8781725888324873,197
DERBY,2009-04,0.23809523809523808,0.5483870967741935,0.8051282051282052,195
DERBY,2009-05,0.2,0.6206896551724138,0.7962962962962963,162
DERBY,2009-06,0.2033898305084746,0.6,0.8633093525179856,139
DERBY,2009-07,0.12727272727272726,0.68,0.7407407407407407,216
DERBY,2009-08,0.25,0.4838709677419355,0.8603351955307262,179
DERBY,2009-09,0.20689655172413793,0.6296296296296297,0.8823529411764706,119
DERBY,2009-10,0.2,0.5,0.9043478260869565,115
DERBY,2009-11,0.16,0.6818181818181818,0.8676470588235294,136
DERBY,2009-12,0.2127659574468085,0.52,0.8333333333333334,108
DERBY,2010-01,0.22448979591836735,0.5833333333333334,0.9105691056910569,123
DERBY,2010-02,0.2830188679245283,0.5172413793103449,0.8842975206611571,121
DERBY,2010-03,0.26666666666666666,0.4838709677419355,0.8562091503267973,153
DERBY,2010-04,0.16363636363636364,0.5416666666666666,0.9015151515151515,132
DERBY,2010-05,0.22916666666666666,0.6666666666666666,0.8367346938775511,98
DERBY,2010-06,0.16666666666666666,0.75,0.9130434782608695,184
DERBY,2010-07,0.06666666666666667,0.7619047619047619,0.7744360902255639,133
DERBY,2010-08,0.11904761904761904,0.6666666666666666,0.912751677852349,149
DERBY,2010-09,0.16666666666666666,0.6666666666666666,0.8916666666666667,120
DERBY,2010-10,0.10256410256410256,0.7222222222222222,0.8723404255319149,141
DERBY,2010-11,0.08823529411764706,0.6875,0.8556701030927835,97
