Project,AuthorID,CommentCount,IssueCount
HADOOP,36582,2,1
HADOOP,36591,2,1
HADOOP,36595,2,1
HADOOP,36607,2,1
HADOOP,36620,2,1
HADOOP,36624,2,1
HADOOP,36773,2,1
HADOOP,36795,2,1
HADOOP,36969,2,2
HADOOP,37538,2,2
HADOOP,37607,2,1
HADOOP,39969,2,1
HADOOP,42115,2,1
HADOOP,42481,2,1
HADOOP,42495,2,2
HADOOP,42661,2,2
HADOOP,44354,2,1
HADOOP,45015,2,2
HADOOP,45041,2,1
HADOOP,45306,2,1
HADOOP,45309,2,2
HADOOP,45452,2,1
HADOOP,45582,2,1
HADOOP,45630,2,2
HADOOP,45782,2,1
HADOOP,45861,2,2
HADOOP,45970,2,1
HADOOP,46000,2,1
HADOOP,46014,2,1
HADOOP,46368,2,1
HADOOP,46746,2,1
HADOOP,46747,2,1
HADOOP,46755,2,1
HADOOP,46762,2,1
HADOOP,46782,2,2
HADOOP,46789,2,2
HADOOP,46796,2,2
HADOOP,46799,2,1
HADOOP,46801,2,1
HADOOP,46807,2,1
HADOOP,46810,2,1
HADOOP,46813,2,1
HADOOP,46838,2,1
HADOOP,46840,2,2
HADOOP,46849,2,1
HADOOP,46862,2,1
HADOOP,46863,2,1
HADOOP,46866,2,1
HADOOP,46871,2,2
HADOOP,46874,2,1
HADOOP,46887,2,1
HADOOP,46898,2,1
HADOOP,46912,2,1
HADOOP,46913,2,1
HADOOP,46916,2,1
HADOOP,46929,2,1
HADOOP,46936,2,1
HADOOP,46937,2,1
HADOOP,46943,2,1
HADOOP,46944,2,1
HADOOP,46950,2,1
HADOOP,46956,2,1
HADOOP,46960,2,1
HADOOP,46996,2,1
HADOOP,47023,2,1
HADOOP,47028,2,2
HADOOP,47030,2,1
HADOOP,47034,2,1
HADOOP,47040,2,2
HADOOP,47054,2,1
HADOOP,47066,2,1
HADOOP,47069,2,1
HADOOP,47089,2,1
HADOOP,47093,2,1
HADOOP,47095,2,1
HADOOP,47100,2,2
HADOOP,47109,2,2
HADOOP,47115,2,1
HADOOP,47118,2,1
HADOOP,47126,2,1
HADOOP,47128,2,1
HADOOP,47129,2,2
HADOOP,47131,2,1
HADOOP,47148,2,1
HADOOP,47160,2,1
HADOOP,47161,2,1
HADOOP,47189,2,1
HADOOP,47195,2,2
HADOOP,47203,2,2
HADOOP,47205,2,1
HADOOP,47211,2,1
HADOOP,35691,1,1
HADOOP,45716,1,1
HADOOP,45717,1,1
HADOOP,34390,1,1
HADOOP,45734,1,1
HADOOP,45746,1,1
HADOOP,45753,1,1
HADOOP,34178,1,1
HADOOP,34166,1,1
HADOOP,34147,1,1
HADOOP,47201,1,1
HADOOP,33990,1,1
HADOOP,45801,1,1
HADOOP,45805,1,1
HADOOP,45809,1,1
HADOOP,33963,1,1
HADOOP,33944,1,1
HADOOP,33808,1,1
HADOOP,45835,1,1
HADOOP,33339,1,1
HADOOP,32642,1,1
HADOOP,45839,1,1
HADOOP,32636,1,1
HADOOP,45850,1,1
HADOOP,32633,1,1
HADOOP,45854,1,1
HADOOP,47130,1,1
HADOOP,45863,1,1
HADOOP,32618,1,1
HADOOP,45868,1,1
HADOOP,32578,1,1
HADOOP,45883,1,1
HADOOP,45898,1,1
HADOOP,45900,1,1
HADOOP,45944,1,1
HADOOP,45948,1,1
HADOOP,336,1,1
HADOOP,45975,1,1
HADOOP,47134,1,1
HADOOP,8232,1,1
HADOOP,32564,1,1
HADOOP,32552,1,1
HADOOP,46181,1,1
HADOOP,46207,1,1
HADOOP,46259,1,1
HADOOP,46267,1,1
HADOOP,31058,1,1
HADOOP,30937,1,1
HADOOP,46314,1,1
HADOOP,30916,1,1
HADOOP,46342,1,1
HADOOP,47136,1,1
HADOOP,46377,1,1
HADOOP,30911,1,1
HADOOP,30903,1,1
HADOOP,30896,1,1
HADOOP,46725,1,1
HADOOP,30890,1,1
HADOOP,46741,1,1
HADOOP,46742,1,1
HADOOP,30883,1,1
HADOOP,8172,1,1
HADOOP,47138,1,1
HADOOP,46750,1,1
HADOOP,30872,1,1
HADOOP,30773,1,1
HADOOP,47139,1,1
HADOOP,46758,1,1
HADOOP,46759,1,1
HADOOP,30758,1,1
HADOOP,8120,1,1
HADOOP,46763,1,1
HADOOP,46765,1,1
HADOOP,46770,1,1
HADOOP,30728,1,1
HADOOP,30726,1,1
HADOOP,30712,1,1
HADOOP,46774,1,1
HADOOP,30699,1,1
HADOOP,30684,1,1
HADOOP,30658,1,1
HADOOP,30650,1,1
HADOOP,46781,1,1
HADOOP,8113,1,1
HADOOP,46784,1,1
HADOOP,8036,1,1
HADOOP,30582,1,1
HADOOP,30581,1,1
HADOOP,30565,1,1
HADOOP,47147,1,1
HADOOP,30543,1,1
HADOOP,46798,1,1
HADOOP,47212,1,1
HADOOP,47149,1,1
HADOOP,46802,1,1
HADOOP,46803,1,1
HADOOP,46805,1,1
HADOOP,46806,1,1
HADOOP,8002,1,1
HADOOP,47151,1,1
HADOOP,46811,1,1
HADOOP,46812,1,1
HADOOP,47153,1,1
HADOOP,46816,1,1
HADOOP,30477,1,1
HADOOP,46818,1,1
HADOOP,30375,1,1
HADOOP,46820,1,1
HADOOP,46825,1,1
HADOOP,46826,1,1
HADOOP,46827,1,1
HADOOP,46828,1,1
HADOOP,28857,1,1
HADOOP,28695,1,1
HADOOP,46835,1,1
HADOOP,46837,1,1
HADOOP,47154,1,1
HADOOP,46839,1,1
HADOOP,47155,1,1
HADOOP,46841,1,1
HADOOP,46843,1,1
HADOOP,27925,1,1
HADOOP,46845,1,1
HADOOP,27898,1,1
HADOOP,26953,1,1
HADOOP,46848,1,1
HADOOP,47158,1,1
HADOOP,46850,1,1
HADOOP,46851,1,1
HADOOP,26948,1,1
HADOOP,46853,1,1
HADOOP,26761,1,1
HADOOP,46859,1,1
HADOOP,46860,1,1
HADOOP,47159,1,1
HADOOP,47206,1,1
HADOOP,26640,1,1
HADOOP,396,1,1
HADOOP,26506,1,1
HADOOP,26340,1,1
HADOOP,25981,1,1
HADOOP,47163,1,1
HADOOP,46872,1,1
HADOOP,46873,1,1
HADOOP,47164,1,1
HADOOP,46875,1,1
HADOOP,25459,1,1
HADOOP,46879,1,1
HADOOP,46880,1,1
HADOOP,25380,1,1
HADOOP,25341,1,1
HADOOP,25324,1,1
HADOOP,46886,1,1
HADOOP,47165,1,1
HADOOP,46888,1,1
HADOOP,46890,1,1
HADOOP,46892,1,1
HADOOP,25317,1,1
HADOOP,46896,1,1
HADOOP,25303,1,1
HADOOP,47166,1,1
HADOOP,22076,1,1
HADOOP,46901,1,1
HADOOP,46902,1,1
HADOOP,46904,1,1
HADOOP,46905,1,1
HADOOP,46907,1,1
HADOOP,46908,1,1
HADOOP,46910,1,1
HADOOP,22069,1,1
HADOOP,47167,1,1
HADOOP,7997,1,1
HADOOP,22063,1,1
HADOOP,46915,1,1
HADOOP,7929,1,1
HADOOP,46917,1,1
HADOOP,22060,1,1
HADOOP,21970,1,1
HADOOP,21898,1,1
HADOOP,46921,1,1
HADOOP,46925,1,1
HADOOP,46926,1,1
HADOOP,21884,1,1
HADOOP,46928,1,1
HADOOP,7567,1,1
HADOOP,46930,1,1
HADOOP,46931,1,1
HADOOP,46932,1,1
HADOOP,46933,1,1
HADOOP,46934,1,1
HADOOP,46935,1,1
HADOOP,6749,1,1
HADOOP,47173,1,1
HADOOP,46938,1,1
HADOOP,46939,1,1
HADOOP,46940,1,1
HADOOP,47176,1,1
HADOOP,47177,1,1
HADOOP,21485,1,1
HADOOP,5270,1,1
HADOOP,46951,1,1
HADOOP,21360,1,1
HADOOP,46953,1,1
HADOOP,21337,1,1
HADOOP,5038,1,1
HADOOP,46958,1,1
HADOOP,47181,1,1
HADOOP,46961,1,1
HADOOP,46962,1,1
HADOOP,46965,1,1
HADOOP,46966,1,1
HADOOP,46967,1,1
HADOOP,46968,1,1
HADOOP,46970,1,1
HADOOP,46971,1,1
HADOOP,46973,1,1
HADOOP,46974,1,1
HADOOP,21151,1,1
HADOOP,21147,1,1
HADOOP,46979,1,1
HADOOP,46981,1,1
HADOOP,46982,1,1
HADOOP,46983,1,1
HADOOP,46986,1,1
HADOOP,21116,1,1
HADOOP,46989,1,1
HADOOP,46990,1,1
HADOOP,21042,1,1
