Project,AuthorID,CommentCount,IssueCount
GERONIMO,27115,1,1
GERONIMO,26883,1,1
GERONIMO,47578,1,1
GERONIMO,47581,1,1
GERONIMO,4647,1,1
GERONIMO,47585,1,1
GERONIMO,47587,1,1
GERONIMO,47590,1,1
GERONIMO,24718,1,1
GERONIMO,19833,1,1
GERONIMO,47596,1,1
GERONIMO,19610,1,1
GERONIMO,4038,1,1
GERONIMO,47601,1,1
GERONIMO,47603,1,1
GERONIMO,19354,1,1
GERONIMO,47606,1,1
GERONIMO,47607,1,1
GERONIMO,19237,1,1
GERONIMO,3508,1,1
GERONIMO,18825,1,1
GERONIMO,47611,1,1
GERONIMO,47612,1,1
GERONIMO,47613,1,1
GERONIMO,3373,1,1
GERONIMO,18806,1,1
GERONIMO,47700,1,1
GERONIMO,47618,1,1
GERONIMO,17413,1,1
GERONIMO,47620,1,1
GERONIMO,17316,1,1
GERONIMO,16865,1,1
GERONIMO,47623,1,1
GERONIMO,47624,1,1
GERONIMO,3364,1,1
GERONIMO,47702,1,1
GERONIMO,16853,1,1
GERONIMO,47704,1,1
GERONIMO,16637,1,1
GERONIMO,47633,1,1
GERONIMO,47634,1,1
GERONIMO,1659,1,1
GERONIMO,47639,1,1
GERONIMO,47640,1,1
GERONIMO,1260,1,1
GERONIMO,15671,1,1
GERONIMO,15481,1,1
GERONIMO,15280,1,1
GERONIMO,13961,1,1
GERONIMO,13905,1,1
GERONIMO,47655,1,1
GERONIMO,12032,1,1
GERONIMO,47657,1,1
GERONIMO,10234,1,1
GERONIMO,9733,1,1
GERONIMO,47709,1,1
GERONIMO,47661,1,1
GERONIMO,47710,1,1
GERONIMO,47663,1,1
GERONIMO,9422,1,1
GERONIMO,9251,1,1
GERONIMO,47711,1,1
GERONIMO,47667,1,1
GERONIMO,47403,1,1
GERONIMO,47402,1,1
GERONIMO,47401,1,1
GERONIMO,47410,1,1
GERONIMO,47398,1,1
GERONIMO,47396,1,1
GERONIMO,47668,1,1
GERONIMO,47392,1,1
GERONIMO,47417,1,1
GERONIMO,47418,1,1
GERONIMO,47387,1,1
GERONIMO,47421,1,1
GERONIMO,47385,1,1
GERONIMO,47670,1,1
GERONIMO,47426,1,1
GERONIMO,47383,1,1
GERONIMO,47372,1,1
GERONIMO,47370,1,1
GERONIMO,47671,1,1
GERONIMO,47434,1,1
GERONIMO,47672,1,1
GERONIMO,47439,1,1
GERONIMO,47441,1,1
GERONIMO,47368,1,1
GERONIMO,47445,1,1
GERONIMO,604,1,1
GERONIMO,47447,1,1
GERONIMO,47367,1,1
GERONIMO,47675,1,1
GERONIMO,47451,1,1
GERONIMO,47361,1,1
GERONIMO,9242,1,1
GERONIMO,47455,1,1
GERONIMO,47353,1,1
GERONIMO,47457,1,1
GERONIMO,8385,1,1
