Project,AuthorID,CommentCount,IssueCount,Ranking
PIG,17239,6,2,STD
PIG,21010,9,2,STD
PIG,21216,6,2,STD
PIG,21796,2,2,STD
PIG,25298,9,2,STD
PIG,26435,3,2,STD
PIG,26611,3,2,STD
PIG,30443,3,2,STD
PIG,30447,4,2,STD
PIG,30461,5,2,STD
PIG,30464,4,2,STD
PIG,30491,2,2,STD
PIG,30511,3,2,STD
PIG,30516,3,2,STD
PIG,30522,3,2,STD
PIG,30529,6,2,STD
PIG,30536,8,2,STD
PIG,30548,3,2,STD
PIG,30549,3,2,STD
PIG,30550,4,2,STD
PIG,30554,6,2,STD
PIG,30586,6,2,STD
PIG,30588,3,2,STD
PIG,30594,3,2,STD
PIG,30597,5,2,STD
PIG,30602,2,2,STD
PIG,30620,17,2,STD
PIG,30622,3,2,STD
PIG,30625,2,2,STD
PIG,30637,7,2,STD
PIG,30647,12,2,STD
PIG,30655,3,2,STD
PIG,30668,2,2,STD
PIG,30672,8,2,STD
PIG,30681,9,2,STD
PIG,30684,3,2,STD
PIG,30693,2,2,STD
PIG,30700,3,2,STD
PIG,30705,3,2,STD
PIG,30714,4,2,STD
PIG,30733,2,2,STD
PIG,30750,6,2,STD
PIG,30753,6,2,STD
PIG,30761,20,2,STD
PIG,30765,2,2,STD
PIG,30767,11,2,STD
PIG,30782,6,2,STD
PIG,30787,5,2,STD
PIG,30791,2,2,STD
PIG,30797,13,2,STD
PIG,30799,3,2,STD
PIG,30835,9,2,STD
PIG,30836,2,2,STD
PIG,30846,3,2,STD
PIG,30850,5,2,STD
PIG,30867,3,2,STD
PIG,30883,3,2,STD
PIG,30886,21,2,STD
PIG,30902,2,2,STD
PIG,30916,16,2,STD
PIG,30926,2,2,STD
PIG,30937,3,2,STD
PIG,30475,1,1,STD
PIG,30570,1,1,STD
PIG,30571,6,1,STD
PIG,30469,1,1,STD
PIG,30467,1,1,STD
PIG,30574,5,1,STD
PIG,30465,3,1,STD
PIG,30576,2,1,STD
PIG,30577,7,1,STD
PIG,30578,1,1,STD
PIG,30579,1,1,STD
PIG,30580,1,1,STD
PIG,30581,1,1,STD
PIG,30582,1,1,STD
PIG,30463,3,1,STD
PIG,30584,1,1,STD
PIG,30891,1,1,STD
PIG,30587,1,1,STD
PIG,8219,2,1,STD
PIG,30589,1,1,STD
PIG,30462,1,1,STD
PIG,30591,1,1,STD
PIG,30458,1,1,STD
PIG,30454,1,1,STD
PIG,7965,12,1,STD
PIG,30596,1,1,STD
PIG,30897,2,1,STD
PIG,30598,1,1,STD
PIG,30599,5,1,STD
PIG,30450,1,1,STD
PIG,7957,1,1,STD
PIG,30445,1,1,STD
PIG,30608,1,1,STD
PIG,30442,1,1,STD
PIG,30610,4,1,STD
PIG,30611,1,1,STD
PIG,30612,1,1,STD
PIG,30439,2,1,STD
PIG,30614,2,1,STD
PIG,30615,2,1,STD
PIG,30206,4,1,STD
PIG,30617,1,1,STD
PIG,30618,1,1,STD
PIG,30619,1,1,STD
PIG,30899,1,1,STD
PIG,30621,1,1,STD
PIG,7938,1,1,STD
PIG,396,18,1,STD
PIG,30626,1,1,STD
PIG,30627,2,1,STD
PIG,30628,2,1,STD
PIG,30629,2,1,STD
PIG,30630,3,1,STD
PIG,30631,1,1,STD
PIG,30634,1,1,STD
PIG,28025,1,1,STD
PIG,7893,2,1,STD
PIG,26586,1,1,STD
PIG,30640,17,1,STD
PIG,30641,1,1,STD
PIG,30642,1,1,STD
PIG,30643,1,1,STD
PIG,30645,2,1,STD
PIG,30646,2,1,STD
PIG,30905,2,1,STD
PIG,30649,1,1,STD
PIG,26393,2,1,STD
PIG,26365,1,1,STD
PIG,26334,4,1,STD
PIG,30653,1,1,STD
PIG,30654,1,1,STD
PIG,7870,1,1,STD
PIG,30656,1,1,STD
PIG,25619,3,1,STD
PIG,30659,6,1,STD
PIG,30660,1,1,STD
PIG,30662,1,1,STD
PIG,30664,1,1,STD
PIG,30665,1,1,STD
PIG,30908,2,1,STD
PIG,30669,1,1,STD
PIG,30670,1,1,STD
PIG,30909,1,1,STD
PIG,25413,3,1,STD
PIG,30675,1,1,STD
PIG,30676,1,1,STD
PIG,25294,1,1,STD
PIG,30679,1,1,STD
PIG,22327,1,1,STD
PIG,30910,1,1,STD
PIG,30682,1,1,STD
PIG,30683,1,1,STD
PIG,7850,1,1,STD
PIG,30686,1,1,STD
PIG,30687,2,1,STD
PIG,30688,3,1,STD
PIG,30689,5,1,STD
PIG,30690,2,1,STD
PIG,30691,1,1,STD
PIG,30692,3,1,STD
PIG,30914,1,1,STD
PIG,30694,1,1,STD
PIG,30695,3,1,STD
PIG,30697,1,1,STD
PIG,30698,1,1,STD
PIG,22093,11,1,STD
PIG,30939,2,1,STD
PIG,30703,1,1,STD
PIG,30704,1,1,STD
PIG,30917,1,1,STD
PIG,30706,1,1,STD
PIG,30708,1,1,STD
PIG,30709,2,1,STD
PIG,30710,1,1,STD
PIG,30711,1,1,STD
PIG,22058,3,1,STD
PIG,30713,1,1,STD
PIG,30918,1,1,STD
PIG,30715,2,1,STD
PIG,22055,1,1,STD
PIG,22006,1,1,STD
PIG,21983,1,1,STD
PIG,30720,2,1,STD
PIG,30721,1,1,STD
PIG,21731,1,1,STD
PIG,30726,3,1,STD
PIG,30727,2,1,STD
PIG,30728,1,1,STD
PIG,30729,1,1,STD
PIG,30731,2,1,STD
PIG,30732,1,1,STD
PIG,30919,1,1,STD
PIG,30735,1,1,STD
PIG,30736,1,1,STD
PIG,30737,4,1,STD
PIG,30739,1,1,STD
PIG,30740,1,1,STD
PIG,30741,3,1,STD
PIG,30742,5,1,STD
PIG,30744,3,1,STD
PIG,30745,1,1,STD
PIG,30746,1,1,STD
PIG,21151,1,1,STD
PIG,30749,2,1,STD
PIG,30920,1,1,STD
PIG,30751,1,1,STD
PIG,30752,1,1,STD
PIG,30921,1,1,STD
PIG,30755,1,1,STD
PIG,30756,1,1,STD
PIG,30757,4,1,STD
PIG,30758,1,1,STD
PIG,30760,1,1,STD
PIG,30922,3,1,STD
PIG,18868,2,1,STD
PIG,30763,2,1,STD
PIG,30923,1,1,STD
PIG,30766,1,1,STD
PIG,5595,2,1,STD
PIG,30768,1,1,STD
PIG,30769,1,1,STD
PIG,30770,1,1,STD
PIG,30772,1,1,STD
PIG,30773,2,1,STD
PIG,30775,1,1,STD
PIG,30776,1,1,STD
PIG,30777,6,1,STD
PIG,30778,1,1,STD
PIG,30781,3,1,STD
PIG,30925,1,1,STD
PIG,18790,1,1,STD
PIG,30785,1,1,STD
PIG,30786,1,1,STD
PIG,30942,1,1,STD
PIG,17233,3,1,STD
PIG,30790,1,1,STD
PIG,30927,1,1,STD
PIG,30792,1,1,STD
PIG,30793,4,1,STD
PIG,30794,3,1,STD
PIG,17205,4,1,STD
PIG,30796,3,1,STD
PIG,30928,1,1,STD
PIG,30798,1,1,STD
PIG,30929,2,1,STD
PIG,30800,3,1,STD
PIG,30804,1,1,STD
PIG,30805,2,1,STD
PIG,30806,1,1,STD
PIG,30807,1,1,STD
PIG,17201,1,1,STD
PIG,30809,2,1,STD
PIG,30810,1,1,STD
PIG,30812,1,1,STD
PIG,30813,3,1,STD
PIG,30814,3,1,STD
PIG,17200,3,1,STD
PIG,30816,1,1,STD
PIG,30817,1,1,STD
PIG,30818,1,1,STD
PIG,17138,6,1,STD
PIG,17134,3,1,STD
PIG,30824,3,1,STD
PIG,17117,1,1,STD
PIG,15587,1,1,STD
PIG,9963,1,1,STD
PIG,9714,2,1,STD
PIG,9298,2,1,STD
PIG,30930,1,1,STD
PIG,30931,4,1,STD
PIG,9000,3,1,STD
PIG,30838,1,1,STD
PIG,30839,1,1,STD
PIG,30841,1,1,STD
PIG,30843,1,1,STD
PIG,8618,1,1,STD
PIG,30845,2,1,STD
PIG,30932,1,1,STD
PIG,8589,1,1,STD
PIG,8550,1,1,STD
PIG,30849,3,1,STD
PIG,30933,1,1,STD
PIG,30851,1,1,STD
PIG,8532,2,1,STD
PIG,30854,1,1,STD
PIG,30855,5,1,STD
PIG,30857,1,1,STD
PIG,30858,1,1,STD
PIG,30859,1,1,STD
PIG,8530,2,1,STD
PIG,30861,2,1,STD
PIG,8527,6,1,STD
PIG,8489,5,1,STD
PIG,8480,2,1,STD
PIG,8478,2,1,STD
PIG,2351,2,1,STD
PIG,30868,1,1,STD
PIG,30869,2,1,STD
PIG,8471,1,1,STD
PIG,30871,1,1,STD
PIG,8468,1,1,STD
PIG,8370,1,1,STD
PIG,30877,4,1,STD
PIG,30878,1,1,STD
PIG,30879,1,1,STD
PIG,8362,1,1,STD
PIG,30881,1,1,STD
PIG,30502,10,1,STD
PIG,30501,6,1,STD
PIG,30504,3,1,STD
PIG,30497,3,1,STD
PIG,30496,4,1,STD
PIG,30509,1,1,STD
PIG,8341,1,1,STD
PIG,30514,1,1,STD
PIG,30515,1,1,STD
PIG,804,1,1,STD
PIG,30518,2,1,STD
PIG,30519,2,1,STD
PIG,30492,1,1,STD
PIG,30487,2,1,STD
PIG,30884,2,1,STD
PIG,30486,1,1,STD
PIG,30524,1,1,STD
PIG,30525,2,1,STD
PIG,30526,1,1,STD
PIG,30527,2,1,STD
PIG,30885,1,1,STD
PIG,30533,1,1,STD
PIG,30535,1,1,STD
PIG,30943,1,1,STD
PIG,30483,1,1,STD
PIG,30539,2,1,STD
PIG,30481,1,1,STD
PIG,30479,2,1,STD
PIG,30542,1,1,STD
PIG,30478,2,1,STD
PIG,30544,1,1,STD
PIG,30545,1,1,STD
PIG,30546,1,1,STD
PIG,30887,1,1,STD
PIG,8317,2,1,STD
PIG,30889,1,1,STD
PIG,30551,1,1,STD
PIG,30552,1,1,STD
PIG,30476,1,1,STD
PIG,8262,3,1,STD
PIG,30555,1,1,STD
PIG,30556,1,1,STD
PIG,30558,1,1,STD
PIG,30559,1,1,STD
PIG,30562,1,1,STD
PIG,30564,3,1,STD
PIG,30565,2,1,STD
PIG,30566,2,1,STD
PIG,30567,3,1,STD
PIG,30568,1,1,STD
