Project,Period,Magnet,Sticky,Politeness,Tot_Comment
MAPREDUCE,2006-05,-0.025000000000000022,-0.06666666666666665,-0.125,0
MAPREDUCE,2006-07,0.05357142857142855,-0.15555555555555556,-0.04166666666666663,0
MAPREDUCE,2006-08,-0.2952380952380952,-0.1111111111111111,0.16666666666666663,0
MAPREDUCE,2006-09,0.13939393939393938,0.26666666666666666,0.0,0
MAPREDUCE,2006-10,0.0,-0.09999999999999998,-0.33333333333333337,0
MAPREDUCE,2006-11,-0.022727272727272707,0.16666666666666663,0.0,0
MAPREDUCE,2006-12,0.25,-0.45238095238095233,0.04761904761904767,0
MAPREDUCE,2007-01,-0.39473684210526316,-0.014285714285714263,0.2857142857142857,0
MAPREDUCE,2007-02,0.22807017543859648,0.55,0.0,0
MAPREDUCE,2007-04,0.22916666666666669,-0.3333333333333333,-0.125,0
MAPREDUCE,2007-05,-0.3352272727272727,-0.1166666666666667,-0.25,0
MAPREDUCE,2007-06,0.008021390374331555,-0.15714285714285714,0.375,0
MAPREDUCE,2007-07,0.03743315508021389,0.35714285714285715,0.0,0
MAPREDUCE,2007-08,0.18181818181818182,0.0714285714285714,-0.33333333333333337,0
MAPREDUCE,2007-09,0.021645021645021634,0.0,0.24242424242424243,0
MAPREDUCE,2007-10,-0.23481116584564857,-0.23809523809523808,-0.0267379679144385,0
MAPREDUCE,2007-11,-0.041379310344827586,0.16666666666666669,0.006535947712418277,0
MAPREDUCE,2007-12,0.3454545454545454,-0.021739130434782594,0.0,0
MAPREDUCE,2008-01,-0.3747228381374722,0.18840579710144922,-0.04106280193236711,0
MAPREDUCE,2008-02,0.018457481872116016,-0.19298245614035087,0.005115089514066473,0
MAPREDUCE,2008-03,0.05405405405405406,-0.14035087719298245,-0.2815126050420168,0
MAPREDUCE,2008-04,0.02948402948402945,0.13333333333333336,0.07142857142857151,0
MAPREDUCE,2008-05,0.08021390374331555,0.05964912280701751,0.15714285714285714,0
MAPREDUCE,2008-06,0.002614379084967311,-0.06477732793522262,-0.0121212121212122,0
MAPREDUCE,2008-07,-0.03412698412698412,0.038461538461538436,-0.06912878787878785,0
MAPREDUCE,2008-08,-0.20378151260504204,-0.11904761904761907,0.11798469387755106,0
MAPREDUCE,2008-09,0.17503586800573886,0.2690476190476191,-0.07006802721088434,0
MAPREDUCE,2008-10,0.11803135888501742,-0.06666666666666665,0.09444444444444444,0
MAPREDUCE,2008-11,-0.27435064935064934,0.016666666666666607,0.024603174603174516,0
MAPREDUCE,2008-12,0.10173160173160173,0.06666666666666665,0.03533834586466167,0
MAPREDUCE,2009-01,-0.058990760483297794,-0.2549019607843137,-0.07819548872180448,0
MAPREDUCE,2009-02,0.11501316944688325,0.02941176470588236,-0.05119047619047623,0
MAPREDUCE,2009-03,0.08562918838421446,0.06993464052287579,-0.04166666666666663,0
MAPREDUCE,2009-04,-0.19902394387677294,0.22573099415204678,-0.06034482758620685,0
MAPREDUCE,2009-05,0.07770407472586979,0.02786377708978327,0.07365843705366248,0
MAPREDUCE,2009-06,-0.02765773552290407,-0.11319073083778963,-0.10977030238084151,0
MAPREDUCE,2009-07,-0.12421185372005046,0.09848484848484851,0.042309227475597844,0
MAPREDUCE,2009-08,0.04861503674392313,-0.08333333333333337,-0.02799539170506915,0
MAPREDUCE,2009-09,-0.024737631184407805,0.06060606060606066,0.02021625163827001,0
MAPREDUCE,2009-10,0.043478260869565216,-0.09393939393939399,0.08335517693315864,0
MAPREDUCE,2009-11,0.022808267997148968,-0.02043010752688168,-0.10476190476190483,0
MAPREDUCE,2009-12,0.009627894873796505,-0.019153225806451624,0.0888888888888889,0
MAPREDUCE,2010-01,-0.015873015873015872,0.003024193548387122,0.04759405074365708,0
MAPREDUCE,2010-02,-0.029459241323648105,-0.025345622119815725,-0.10255080390400306,0
MAPREDUCE,2010-03,0.04619025805466484,0.02857142857142858,0.018151197604790448,0
MAPREDUCE,2010-04,0.02086296823138928,0.06101694915254241,-0.05208333333333337,0
MAPREDUCE,2010-05,-0.08771929824561403,0.08443759630200309,-0.025287356321839094,0
MAPREDUCE,2010-06,0.017543859649122806,-0.08443759630200309,0.016848537756438242,0
MAPREDUCE,2010-07,-0.04880382775119617,0.005649717514124242,0.03742432581177768,0
MAPREDUCE,2010-08,0.11109257714762304,-0.16666666666666663,-0.01565217391304341,0
MAPREDUCE,2010-09,-0.04875491480996069,0.0957446808510638,0.06757281553398053,0
MAPREDUCE,2010-10,0.004395604395604408,-0.0730174081237911,-0.08874928612221589,0
MAPREDUCE,2010-11,0.06281218781218781,0.0,0.11040723981900458,0
MAPREDUCE,2010-12,-0.017706131078224108,0.024891774891774965,-0.061683599419448565,0
MAPREDUCE,2011-01,0.04873268879017506,-0.03698074974670729,-0.056384379113646244,0
MAPREDUCE,2011-02,-0.05855181023720349,0.04750123701138054,0.10598006644518265,0
MAPREDUCE,2011-03,0.03607990012484394,0.09403437815975735,-0.08108651911468812,0
MAPREDUCE,2011-04,0.10874119215387545,-0.15217391304347827,0.028346177695101393,0
MAPREDUCE,2011-05,-0.12736077481840194,0.05882352941176472,-0.07240251572327039,0
MAPREDUCE,2011-06,-0.007983193277310924,0.13235294117647056,0.127493670886076,0
MAPREDUCE,2011-07,0.002384737678855331,-0.06617647058823528,0.06590315451074935,0
MAPREDUCE,2011-08,-0.03547297297297297,0.0,-0.07311995836585994,0
MAPREDUCE,2011-09,-0.03717320261437909,0.005136986301369828,0.003561774157994302,0
MAPREDUCE,2011-10,0.03460470946369415,-0.0273972602739726,4.6387981944362444E-4,0
MAPREDUCE,2011-11,-0.003113325031133235,-0.03131115459882583,-0.031184037596081016,0
MAPREDUCE,2011-12,0.03803997421018698,0.0623742454728371,3.052454012369976E-4,0
MAPREDUCE,2012-01,0.02197190933110832,-0.07282720714531088,0.05235404896421847,0
MAPREDUCE,2012-02,-0.08951218456477514,0.07670554966419219,-0.03620474406991259,0
MAPREDUCE,2012-03,0.022864600957122838,-0.07885763000852508,-0.001415553392904556,0
MAPREDUCE,2012-04,0.045405753542292815,0.0,0.040907608442435794,0
MAPREDUCE,2012-05,-0.011633011413520633,-0.05882352941176472,0.01705697697030306,0
MAPREDUCE,2012-06,0.06841703889312561,-0.049295774647887314,-0.010243277848911658,0
MAPREDUCE,2012-07,-0.013086548488008332,0.08552765870585838,0.04764752791068583,0
MAPREDUCE,2012-08,-0.026875642343268252,0.020910973084886098,0.012574950033311105,0
MAPREDUCE,2012-09,-0.027265144406214165,-0.013025210084033678,-0.08432173826372968,0
MAPREDUCE,2012-10,-0.011671645093483785,0.07492997198879559,0.0884931997136722,0
MAPREDUCE,2012-11,0.01082904313864727,-0.08874458874458879,-0.04335552982049795,0
MAPREDUCE,2012-12,0.019705308006390893,-0.02261072261072261,0.006111704281874686,0
MAPREDUCE,2013-01,0.005367366412213748,2.4420024420024333E-4,0.021705792143447034,0
MAPREDUCE,2013-02,0.09661091549295775,-0.01426562186055852,-0.005409392672731772,0
MAPREDUCE,2013-03,-0.13920509357514954,0.0436425467598715,0.00994454006502199,0
MAPREDUCE,2013-04,0.09787435049598492,-0.16551856104094909,-0.017740429505135435,0
MAPREDUCE,2013-05,-0.07641987829614608,0.3006189213085765,-0.0235294117647058,0
MAPREDUCE,2013-06,0.05744139761167624,-0.21908045977011498,0.019354838709677358,0
MAPREDUCE,2013-07,-0.09022556390977443,0.0811494252873563,-0.039354838709677376,0
MAPREDUCE,2013-08,0.07164971251658558,0.1048615036743924,0.010209790209790182,0
MAPREDUCE,2013-09,-0.07177297148367542,-0.16393442622950827,0.03479020979020975,0
MAPREDUCE,2013-10,0.09386567953463773,-0.09445745511319281,-0.027531645569620178,0
MAPREDUCE,2013-11,-0.14419354838709675,-0.38095238095238093,-0.04746835443037978,0
